# Low Threshold: 1.962640
# High Threshold: 2.796045
# Counts - Low: 127, Moderate: 444, High: 1146
ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000421252,"mean: 0.028342, var: 0.000044","mean: 0.318726, var: 0.002529","mean: 0.952051, var: 0.000676","mean: 0.035934, var: 0.000741","mean: 0.019583, var: 0.000043","mean: 0.039134, var: 0.000722","mean: 0.009080, var: 0.000101","mean: 0.024248, var: 0.000068","mean: 0.024957, var: 0.000052","mean: 0.028334, var: 0.000266","mean: 0.006183, var: 0.000052",1.1929851241551552,Low
ENSP00000468681,"mean: 0.060400, var: 0.000505","mean: 0.690723, var: 0.001504","mean: 0.695020, var: 0.007159","mean: 0.093677, var: 0.002781","mean: 0.086694, var: 0.005696","mean: 0.300928, var: 0.009340","mean: 0.018827, var: 0.000516","mean: 0.129468, var: 0.004362","mean: 0.029858, var: 0.000629","mean: 0.091351, var: 0.000782","mean: 0.019013, var: 0.001146",2.211418415275235,Moderate
ENSP00000446613,"mean: 0.193481, var: 0.000153","mean: 0.405762, var: 0.007599","mean: 0.392041, var: 0.004302","mean: 0.456689, var: 0.007374","mean: 0.071466, var: 0.000507","mean: 0.493848, var: 0.004179","mean: 0.283838, var: 0.006629","mean: 0.314136, var: 0.017093","mean: 0.193274, var: 0.013547","mean: 0.218286, var: 0.001613","mean: 0.315088, var: 0.022388",3.680812550211527,High
ENSP00000416386,"mean: 0.351025, var: 0.004893","mean: 0.260107, var: 0.000544","mean: 0.191016, var: 0.002072","mean: 0.626563, var: 0.006741","mean: 0.307324, var: 0.003001","mean: 0.332129, var: 0.003148","mean: 0.038031, var: 0.000657","mean: 0.215723, var: 0.004413","mean: 0.217615, var: 0.005714","mean: 0.314209, var: 0.002573","mean: 0.078903, var: 0.002461",3.406782212206053,High
ENSP00000402554,"mean: 0.207104, var: 0.000505","mean: 0.528711, var: 0.007336","mean: 0.538379, var: 0.002008","mean: 0.183948, var: 0.002522","mean: 0.180444, var: 0.000443","mean: 0.370654, var: 0.002848","mean: 0.026628, var: 0.000458","mean: 0.314868, var: 0.010546","mean: 0.109216, var: 0.001024","mean: 0.136938, var: 0.001704","mean: 0.042302, var: 0.002105",3.0930230284906526,High
ENSP00000357383,"mean: 0.731445, var: 0.005184","mean: 0.200464, var: 0.000420","mean: 0.090900, var: 0.000520","mean: 0.400781, var: 0.006880","mean: 0.734570, var: 0.007702","mean: 0.058035, var: 0.000611","mean: 0.010363, var: 0.000086","mean: 0.313135, var: 0.003366","mean: 0.468408, var: 0.007529","mean: 0.289380, var: 0.007125","mean: 0.043552, var: 0.000318",2.7886530594711205,Moderate
ENSP00000354921,"mean: 0.140710, var: 0.000397","mean: 0.623340, var: 0.006708","mean: 0.470020, var: 0.004035","mean: 0.231482, var: 0.007316","mean: 0.172314, var: 0.000541","mean: 0.303442, var: 0.008377","mean: 0.009183, var: 0.000078","mean: 0.180713, var: 0.000738","mean: 0.173242, var: 0.000266","mean: 0.241089, var: 0.006654","mean: 0.064494, var: 0.002695",3.1047293237131424,High
ENSP00000482500,"mean: 0.043646, var: 0.000052","mean: 0.434229, var: 0.005591","mean: 0.768945, var: 0.002650","mean: 0.063196, var: 0.002229","mean: 0.031018, var: 0.000009","mean: 0.159308, var: 0.005599","mean: 0.017038, var: 0.000339","mean: 0.017932, var: 0.000017","mean: 0.030548, var: 0.000149","mean: 0.035968, var: 0.000148","mean: 0.036774, var: 0.000801",1.7649411135933575,Low
ENSP00000248104,"mean: 0.315894, var: 0.002827","mean: 0.607324, var: 0.003283","mean: 0.322998, var: 0.003317","mean: 0.144385, var: 0.002736","mean: 0.205566, var: 0.001687","mean: 0.246143, var: 0.006445","mean: 0.027640, var: 0.000478","mean: 0.199536, var: 0.001671","mean: 0.547314, var: 0.015562","mean: 0.519580, var: 0.006908","mean: 0.120871, var: 0.008765",3.327856225057724,High
ENSP00000467407,"mean: 0.355078, var: 0.004697","mean: 0.433789, var: 0.005071","mean: 0.449365, var: 0.001885","mean: 0.316968, var: 0.005287","mean: 0.171265, var: 0.000647","mean: 0.570508, var: 0.004210","mean: 0.012459, var: 0.000228","mean: 0.365088, var: 0.011573","mean: 0.212927, var: 0.015258","mean: 0.455273, var: 0.006334","mean: 0.089552, var: 0.002388",3.402162698435661,High
ENSP00000355815,"mean: 0.171582, var: 0.000419","mean: 0.511377, var: 0.004157","mean: 0.469238, var: 0.001657","mean: 0.193835, var: 0.006149","mean: 0.147351, var: 0.001305","mean: 0.272803, var: 0.008176","mean: 0.065292, var: 0.001870","mean: 0.124573, var: 0.001266","mean: 0.092065, var: 0.000444","mean: 0.207031, var: 0.000477","mean: 0.065536, var: 0.002211",3.1169124532103814,High
ENSP00000494221,"mean: 0.122595, var: 0.000314","mean: 0.483936, var: 0.003623","mean: 0.585156, var: 0.011312","mean: 0.146204, var: 0.003549","mean: 0.070111, var: 0.000491","mean: 0.213074, var: 0.008942","mean: 0.017673, var: 0.000366","mean: 0.163892, var: 0.003115","mean: 0.084460, var: 0.001387","mean: 0.229028, var: 0.005492","mean: 0.077137, var: 0.009659",2.8306848702947813,High
ENSP00000461388,"mean: 0.177917, var: 0.003308","mean: 0.568066, var: 0.007437","mean: 0.373730, var: 0.007543","mean: 0.114227, var: 0.005103","mean: 0.186243, var: 0.002942","mean: 0.399561, var: 0.010469","mean: 0.010722, var: 0.000125","mean: 0.133435, var: 0.001164","mean: 0.176709, var: 0.003638","mean: 0.199182, var: 0.002492","mean: 0.032368, var: 0.000987",2.979737829702123,High
ENSP00000357904,"mean: 0.273218, var: 0.007132","mean: 0.644434, var: 0.002708","mean: 0.427100, var: 0.000753","mean: 0.022990, var: 0.000128","mean: 0.241089, var: 0.003980","mean: 0.118262, var: 0.005244","mean: 0.007338, var: 0.000058","mean: 0.185559, var: 0.005364","mean: 0.243433, var: 0.002972","mean: 0.171912, var: 0.004211","mean: 0.042636, var: 0.001861",2.8129582864655607,High
ENSP00000356332,"mean: 0.643115, var: 0.011427","mean: 0.290063, var: 0.000547","mean: 0.124536, var: 0.000026","mean: 0.409375, var: 0.012018","mean: 0.670801, var: 0.005857","mean: 0.193701, var: 0.001343","mean: 0.005178, var: 0.000016","mean: 0.466992, var: 0.002911","mean: 0.364307, var: 0.006335","mean: 0.261157, var: 0.002198","mean: 0.063071, var: 0.000801",3.1293665942161155,High
ENSP00000398981,"mean: 0.132391, var: 0.003791","mean: 0.403125, var: 0.002538","mean: 0.822363, var: 0.001328","mean: 0.027747, var: 0.000461","mean: 0.068066, var: 0.000996","mean: 0.232239, var: 0.005194","mean: 0.002936, var: 0.000014","mean: 0.043460, var: 0.000071","mean: 0.049469, var: 0.000344","mean: 0.117310, var: 0.000749","mean: 0.024353, var: 0.000695",2.0601999474288615,Moderate
ENSP00000473501,"mean: 0.170056, var: 0.001129","mean: 0.651660, var: 0.006484","mean: 0.404126, var: 0.006930","mean: 0.212500, var: 0.017071","mean: 0.237744, var: 0.003380","mean: 0.295496, var: 0.020644","mean: 0.010001, var: 0.000108","mean: 0.093323, var: 0.000246","mean: 0.118579, var: 0.001235","mean: 0.156085, var: 0.003613","mean: 0.183228, var: 0.005927",3.0984501941884446,High
ENSP00000385303,"mean: 0.835840, var: 0.002043","mean: 0.210767, var: 0.003593","mean: 0.079077, var: 0.000215","mean: 0.037358, var: 0.000988","mean: 0.229248, var: 0.002305","mean: 0.793848, var: 0.001363","mean: 0.058969, var: 0.001647","mean: 0.350610, var: 0.008309","mean: 0.329590, var: 0.005733","mean: 0.183374, var: 0.006550","mean: 0.472485, var: 0.040950",2.8879330371223073,High
ENSP00000507941,"mean: 0.451709, var: 0.013505","mean: 0.527002, var: 0.001595","mean: 0.359912, var: 0.006800","mean: 0.079742, var: 0.001381","mean: 0.226221, var: 0.002088","mean: 0.610791, var: 0.009023","mean: 0.102615, var: 0.007627","mean: 0.469629, var: 0.003113","mean: 0.289062, var: 0.002292","mean: 0.432959, var: 0.002958","mean: 0.482959, var: 0.039967",3.5646352126789806,High
ENSP00000434998,"mean: 0.212061, var: 0.000801","mean: 0.608691, var: 0.002021","mean: 0.401318, var: 0.002875","mean: 0.146216, var: 0.002478","mean: 0.257886, var: 0.002298","mean: 0.185034, var: 0.000790","mean: 0.006143, var: 0.000039","mean: 0.274951, var: 0.009057","mean: 0.191162, var: 0.004592","mean: 0.270105, var: 0.008583","mean: 0.036655, var: 0.000858",3.1176140045162644,High
ENSP00000323782,"mean: 0.071655, var: 0.000200","mean: 0.469385, var: 0.001589","mean: 0.741113, var: 0.003057","mean: 0.050244, var: 0.000590","mean: 0.081274, var: 0.001100","mean: 0.158411, var: 0.002356","mean: 0.007709, var: 0.000058","mean: 0.068884, var: 0.000601","mean: 0.040558, var: 0.000722","mean: 0.085986, var: 0.001985","mean: 0.023293, var: 0.001005",2.062401785846273,Moderate
ENSP00000489757,"mean: 0.204639, var: 0.001162","mean: 0.332324, var: 0.006348","mean: 0.342725, var: 0.008667","mean: 0.095575, var: 0.002140","mean: 0.118518, var: 0.001961","mean: 0.521191, var: 0.050256","mean: 0.059159, var: 0.004149","mean: 0.237036, var: 0.009131","mean: 0.110217, var: 0.001282","mean: 0.096667, var: 0.001470","mean: 0.461963, var: 0.023508",3.2087310910526483,High
ENSP00000440485,"mean: 0.377539, var: 0.007669","mean: 0.575830, var: 0.006218","mean: 0.398975, var: 0.003764","mean: 0.251855, var: 0.005398","mean: 0.306274, var: 0.006273","mean: 0.219824, var: 0.004214","mean: 0.014568, var: 0.000145","mean: 0.149463, var: 0.000498","mean: 0.107709, var: 0.002188","mean: 0.171143, var: 0.009074","mean: 0.060385, var: 0.004869",3.1522031957995647,High
ENSP00000385972,"mean: 0.252954, var: 0.001626","mean: 0.502246, var: 0.004232","mean: 0.520947, var: 0.001988","mean: 0.153247, var: 0.000428","mean: 0.110046, var: 0.000073","mean: 0.292773, var: 0.001435","mean: 0.019391, var: 0.000168","mean: 0.335791, var: 0.003272","mean: 0.287427, var: 0.002694","mean: 0.327393, var: 0.002259","mean: 0.055987, var: 0.002361",3.2514322513799074,High
ENSP00000465413,"mean: 0.193066, var: 0.001427","mean: 0.525928, var: 0.001278","mean: 0.545801, var: 0.000570","mean: 0.110736, var: 0.003640","mean: 0.125830, var: 0.001373","mean: 0.354517, var: 0.009307","mean: 0.023943, var: 0.000541","mean: 0.215137, var: 0.004509","mean: 0.233496, var: 0.001965","mean: 0.284473, var: 0.001799","mean: 0.089349, var: 0.004295",3.191087785572841,High
ENSP00000433578,"mean: 0.198242, var: 0.000544","mean: 0.520020, var: 0.004454","mean: 0.661328, var: 0.001426","mean: 0.103552, var: 0.000975","mean: 0.124890, var: 0.000803","mean: 0.235303, var: 0.002791","mean: 0.060765, var: 0.002209","mean: 0.207422, var: 0.004766","mean: 0.344873, var: 0.001075","mean: 0.327148, var: 0.007339","mean: 0.134708, var: 0.010431",3.26858059180886,High
ENSP00000463053,"mean: 0.111938, var: 0.000318","mean: 0.381982, var: 0.004907","mean: 0.402295, var: 0.001733","mean: 0.375391, var: 0.007930","mean: 0.085706, var: 0.000332","mean: 0.511182, var: 0.001986","mean: 0.307324, var: 0.007666","mean: 0.105591, var: 0.001080","mean: 0.155042, var: 0.002140","mean: 0.133875, var: 0.000442","mean: 0.199646, var: 0.004329",3.3803049750587673,High
ENSP00000339335,"mean: 0.272095, var: 0.001557","mean: 0.596729, var: 0.008048","mean: 0.370020, var: 0.001491","mean: 0.378076, var: 0.004801","mean: 0.171753, var: 0.001081","mean: 0.370215, var: 0.004165","mean: 0.014363, var: 0.000137","mean: 0.125891, var: 0.000431","mean: 0.323291, var: 0.011450","mean: 0.279858, var: 0.002173","mean: 0.072284, var: 0.004333",3.3014952430450366,High
ENSP00000494836,"mean: 0.201733, var: 0.003609","mean: 0.516113, var: 0.005024","mean: 0.489063, var: 0.005580","mean: 0.101941, var: 0.002897","mean: 0.133429, var: 0.003330","mean: 0.700488, var: 0.007037","mean: 0.044932, var: 0.001565","mean: 0.241565, var: 0.005542","mean: 0.236182, var: 0.003860","mean: 0.099939, var: 0.002016","mean: 0.167914, var: 0.013462",3.118207592355365,High
ENSP00000481736,"mean: 0.223706, var: 0.002161","mean: 0.532715, var: 0.003122","mean: 0.545801, var: 0.000410","mean: 0.176416, var: 0.004036","mean: 0.167725, var: 0.002080","mean: 0.479150, var: 0.002854","mean: 0.022950, var: 0.000239","mean: 0.323633, var: 0.011112","mean: 0.314624, var: 0.018400","mean: 0.270532, var: 0.006188","mean: 0.162036, var: 0.004344",3.4231416821326235,High
ENSP00000400978,"mean: 0.838379, var: 0.004126","mean: 0.169873, var: 0.000750","mean: 0.159888, var: 0.000761","mean: 0.150745, var: 0.002108","mean: 0.415918, var: 0.006580","mean: 0.169617, var: 0.004727","mean: 0.050434, var: 0.001976","mean: 0.582568, var: 0.012088","mean: 0.339990, var: 0.002557","mean: 0.450537, var: 0.002783","mean: 0.076170, var: 0.002646",3.0806431295668353,High
ENSP00000321691,"mean: 0.104895, var: 0.000472","mean: 0.754102, var: 0.011181","mean: 0.415015, var: 0.015196","mean: 0.190634, var: 0.012989","mean: 0.170459, var: 0.003472","mean: 0.421069, var: 0.014936","mean: 0.158926, var: 0.011968","mean: 0.134241, var: 0.002566","mean: 0.052618, var: 0.001395","mean: 0.064905, var: 0.001563","mean: 0.184607, var: 0.040277",3.0023110398261394,High
ENSP00000343706,"mean: 0.082501, var: 0.000504","mean: 0.503076, var: 0.001939","mean: 0.787500, var: 0.004186","mean: 0.214551, var: 0.007586","mean: 0.144543, var: 0.014047","mean: 0.216089, var: 0.002966","mean: 0.025173, var: 0.000439","mean: 0.048068, var: 0.000415","mean: 0.076337, var: 0.001429","mean: 0.088428, var: 0.001179","mean: 0.043790, var: 0.001885",2.466899812905281,Moderate
ENSP00000376842,"mean: 0.122388, var: 0.003375","mean: 0.424072, var: 0.004979","mean: 0.853125, var: 0.000862","mean: 0.020477, var: 0.000305","mean: 0.050851, var: 0.000750","mean: 0.209595, var: 0.005574","mean: 0.003345, var: 0.000018","mean: 0.042609, var: 0.000120","mean: 0.056598, var: 0.000438","mean: 0.158679, var: 0.001163","mean: 0.031039, var: 0.001277",2.030958234929648,Moderate
ENSP00000358775,"mean: 0.237646, var: 0.000987","mean: 0.135461, var: 0.000756","mean: 0.145227, var: 0.001895","mean: 0.110120, var: 0.002936","mean: 0.130298, var: 0.000793","mean: 0.879297, var: 0.000877","mean: 0.024462, var: 0.000437","mean: 0.089966, var: 0.000772","mean: 0.072430, var: 0.000628","mean: 0.081329, var: 0.000356","mean: 0.108466, var: 0.002059",2.4566747252105188,Moderate
ENSP00000357933,"mean: 0.134460, var: 0.000601","mean: 0.554590, var: 0.003881","mean: 0.595313, var: 0.002830","mean: 0.098114, var: 0.002944","mean: 0.117004, var: 0.000557","mean: 0.360596, var: 0.005110","mean: 0.044931, var: 0.001483","mean: 0.114893, var: 0.000454","mean: 0.209155, var: 0.000933","mean: 0.181897, var: 0.003219","mean: 0.186261, var: 0.012318",3.090442812281872,High
ENSP00000420230,"mean: 0.695312, var: 0.002029","mean: 0.242505, var: 0.000327","mean: 0.134766, var: 0.000271","mean: 0.289990, var: 0.005875","mean: 0.702832, var: 0.004665","mean: 0.129700, var: 0.000487","mean: 0.010018, var: 0.000066","mean: 0.295239, var: 0.004070","mean: 0.332959, var: 0.009069","mean: 0.343579, var: 0.007643","mean: 0.047281, var: 0.000448",3.021887544492228,High
ENSP00000455709,"mean: 0.232153, var: 0.001098","mean: 0.636426, var: 0.003253","mean: 0.398926, var: 0.002182","mean: 0.207605, var: 0.003848","mean: 0.177100, var: 0.000662","mean: 0.383154, var: 0.002241","mean: 0.013649, var: 0.000175","mean: 0.163550, var: 0.000675","mean: 0.315479, var: 0.007889","mean: 0.347754, var: 0.001878","mean: 0.271106, var: 0.015127",3.43361119415466,High
ENSP00000402432,"mean: 0.207385, var: 0.005587","mean: 0.523145, var: 0.005091","mean: 0.413281, var: 0.004337","mean: 0.334033, var: 0.015758","mean: 0.165027, var: 0.001880","mean: 0.504590, var: 0.002069","mean: 0.021325, var: 0.000372","mean: 0.204016, var: 0.002748","mean: 0.268018, var: 0.007884","mean: 0.273877, var: 0.002589","mean: 0.489941, var: 0.042402",3.502620876608843,High
ENSP00000378347,"mean: 0.260254, var: 0.002064","mean: 0.210376, var: 0.002397","mean: 0.143591, var: 0.000330","mean: 0.423047, var: 0.008178","mean: 0.256763, var: 0.002733","mean: 0.123407, var: 0.003176","mean: 0.005029, var: 0.000022","mean: 0.602930, var: 0.001670","mean: 0.325659, var: 0.010635","mean: 0.359863, var: 0.005827","mean: 0.049759, var: 0.000695",3.142308619561028,High
ENSP00000410924,"mean: 0.066455, var: 0.000410","mean: 0.431201, var: 0.003043","mean: 0.822070, var: 0.004078","mean: 0.168408, var: 0.004647","mean: 0.074078, var: 0.000453","mean: 0.139233, var: 0.000397","mean: 0.002897, var: 0.000014","mean: 0.072818, var: 0.001265","mean: 0.110754, var: 0.002076","mean: 0.264185, var: 0.002094","mean: 0.031658, var: 0.000826",2.3836385094833723,Moderate
ENSP00000507974,"mean: 0.352295, var: 0.007150","mean: 0.468750, var: 0.004536","mean: 0.506494, var: 0.001196","mean: 0.181519, var: 0.002136","mean: 0.336914, var: 0.009277","mean: 0.120892, var: 0.005021","mean: 0.019398, var: 0.000420","mean: 0.135730, var: 0.001048","mean: 0.261963, var: 0.009929","mean: 0.092853, var: 0.002107","mean: 0.038869, var: 0.001279",3.0443297780238487,High
ENSP00000469165,"mean: 0.546387, var: 0.023592","mean: 0.345728, var: 0.007611","mean: 0.369727, var: 0.004681","mean: 0.170862, var: 0.004908","mean: 0.239917, var: 0.005144","mean: 0.366968, var: 0.013058","mean: 0.055789, var: 0.002791","mean: 0.430640, var: 0.026479","mean: 0.554150, var: 0.014681","mean: 0.439893, var: 0.008649","mean: 0.130722, var: 0.011024",3.5557497600292987,High
ENSP00000390921,"mean: 0.263062, var: 0.001123","mean: 0.610840, var: 0.003206","mean: 0.554248, var: 0.002310","mean: 0.109338, var: 0.001387","mean: 0.174512, var: 0.000701","mean: 0.122827, var: 0.003860","mean: 0.009468, var: 0.000089","mean: 0.182275, var: 0.000406","mean: 0.378613, var: 0.002228","mean: 0.279248, var: 0.009979","mean: 0.019363, var: 0.000575",2.93840577031466,High
ENSP00000340836,"mean: 0.141943, var: 0.001477","mean: 0.679395, var: 0.001811","mean: 0.591602, var: 0.002230","mean: 0.130896, var: 0.001888","mean: 0.140332, var: 0.000618","mean: 0.119604, var: 0.000498","mean: 0.025587, var: 0.000451","mean: 0.063770, var: 0.000516","mean: 0.203601, var: 0.006957","mean: 0.223853, var: 0.002165","mean: 0.017783, var: 0.000566",2.6460888205486124,Moderate
ENSP00000483724,"mean: 0.184521, var: 0.001148","mean: 0.323413, var: 0.004374","mean: 0.508398, var: 0.001935","mean: 0.209937, var: 0.013452","mean: 0.085211, var: 0.000487","mean: 0.259619, var: 0.009356","mean: 0.155438, var: 0.006319","mean: 0.072382, var: 0.000447","mean: 0.050385, var: 0.000285","mean: 0.162207, var: 0.000752","mean: 0.170929, var: 0.017033",3.135436771898254,High
ENSP00000483581,"mean: 0.683203, var: 0.011178","mean: 0.181299, var: 0.000616","mean: 0.100488, var: 0.000463","mean: 0.526660, var: 0.008445","mean: 0.705469, var: 0.013500","mean: 0.063330, var: 0.000854","mean: 0.009628, var: 0.000073","mean: 0.238159, var: 0.001960","mean: 0.380176, var: 0.006603","mean: 0.243237, var: 0.004094","mean: 0.043480, var: 0.000322",2.7936303124946242,Moderate
ENSP00000465103,"mean: 0.190015, var: 0.001814","mean: 0.462109, var: 0.002341","mean: 0.616211, var: 0.002542","mean: 0.316870, var: 0.011029","mean: 0.206030, var: 0.001935","mean: 0.349463, var: 0.007716","mean: 0.021392, var: 0.000508","mean: 0.216431, var: 0.001208","mean: 0.137305, var: 0.001201","mean: 0.209668, var: 0.002526","mean: 0.085501, var: 0.002751",3.2516057766170845,High
ENSP00000447690,"mean: 0.086353, var: 0.000067","mean: 0.540186, var: 0.004105","mean: 0.573730, var: 0.000982","mean: 0.105444, var: 0.001742","mean: 0.058136, var: 0.000389","mean: 0.168555, var: 0.008051","mean: 0.015903, var: 0.000238","mean: 0.097974, var: 0.002002","mean: 0.065381, var: 0.000860","mean: 0.238159, var: 0.006923","mean: 0.025816, var: 0.000644",2.4735487278284074,Moderate
ENSP00000429461,"mean: 0.243921, var: 0.000737","mean: 0.376025, var: 0.005328","mean: 0.262744, var: 0.000767","mean: 0.375732, var: 0.003658","mean: 0.098816, var: 0.001101","mean: 0.694336, var: 0.002407","mean: 0.151703, var: 0.005295","mean: 0.205566, var: 0.002336","mean: 0.174500, var: 0.005203","mean: 0.235913, var: 0.003292","mean: 0.251770, var: 0.012741",3.5168310796345077,High
ENSP00000417697,"mean: 0.768262, var: 0.002108","mean: 0.094959, var: 0.000183","mean: 0.089569, var: 0.001235","mean: 0.326440, var: 0.009040","mean: 0.618652, var: 0.004630","mean: 0.231250, var: 0.002155","mean: 0.029021, var: 0.000105","mean: 0.140820, var: 0.001052","mean: 0.372729, var: 0.007208","mean: 0.153381, var: 0.004702","mean: 0.112625, var: 0.007640",2.9234697724432706,High
ENSP00000395172,"mean: 0.110352, var: 0.000300","mean: 0.411621, var: 0.000849","mean: 0.713379, var: 0.003125","mean: 0.105823, var: 0.003170","mean: 0.055853, var: 0.000380","mean: 0.233936, var: 0.000315","mean: 0.011376, var: 0.000197","mean: 0.238110, var: 0.009294","mean: 0.224707, var: 0.007010","mean: 0.172522, var: 0.002634","mean: 0.101219, var: 0.004873",2.8512877245486257,High
ENSP00000435478,"mean: 0.302832, var: 0.007846","mean: 0.686914, var: 0.005041","mean: 0.243860, var: 0.007172","mean: 0.079956, var: 0.002519","mean: 0.269287, var: 0.006886","mean: 0.279932, var: 0.006672","mean: 0.037257, var: 0.001182","mean: 0.156006, var: 0.005572","mean: 0.138818, var: 0.001205","mean: 0.157324, var: 0.000347","mean: 0.156725, var: 0.006868",3.1434840573801237,High
ENSP00000364366,"mean: 0.321777, var: 0.001557","mean: 0.667676, var: 0.002438","mean: 0.495947, var: 0.006576","mean: 0.043430, var: 0.000688","mean: 0.260339, var: 0.008818","mean: 0.222168, var: 0.002272","mean: 0.013419, var: 0.000149","mean: 0.331714, var: 0.006787","mean: 0.270801, var: 0.002742","mean: 0.388477, var: 0.002505","mean: 0.063162, var: 0.002437",3.122589874811215,High
ENSP00000350101,"mean: 0.206738, var: 0.004382","mean: 0.433691, var: 0.003153","mean: 0.492480, var: 0.003657","mean: 0.481250, var: 0.009513","mean: 0.231567, var: 0.007450","mean: 0.506201, var: 0.005779","mean: 0.017226, var: 0.000369","mean: 0.169849, var: 0.000578","mean: 0.192603, var: 0.004941","mean: 0.364648, var: 0.012907","mean: 0.165735, var: 0.006669",3.4264496606414325,High
ENSP00000443330,"mean: 0.397314, var: 0.003775","mean: 0.503418, var: 0.001673","mean: 0.424268, var: 0.009473","mean: 0.150369, var: 0.009953","mean: 0.344873, var: 0.004231","mean: 0.234900, var: 0.007024","mean: 0.018536, var: 0.000203","mean: 0.111151, var: 0.001186","mean: 0.259351, var: 0.005473","mean: 0.394556, var: 0.011793","mean: 0.017171, var: 0.000334",3.173175237654918,High
ENSP00000359727,"mean: 0.221143, var: 0.000415","mean: 0.582520, var: 0.006089","mean: 0.400879, var: 0.004408","mean: 0.095575, var: 0.001871","mean: 0.221606, var: 0.004673","mean: 0.217737, var: 0.008329","mean: 0.040842, var: 0.001219","mean: 0.066431, var: 0.000056","mean: 0.164648, var: 0.000771","mean: 0.218738, var: 0.004035","mean: 0.194971, var: 0.021169",3.1641572244887732,High
ENSP00000354633,"mean: 0.045334, var: 0.000125","mean: 0.225903, var: 0.001299","mean: 0.868164, var: 0.004217","mean: 0.061066, var: 0.000554","mean: 0.051566, var: 0.000430","mean: 0.080713, var: 0.001427","mean: 0.004879, var: 0.000020","mean: 0.057050, var: 0.000314","mean: 0.042293, var: 0.000554","mean: 0.024922, var: 0.000270","mean: 0.005015, var: 0.000044",1.5675044882477733,Low
ENSP00000402496,"mean: 0.112488, var: 0.001313","mean: 0.410303, var: 0.005893","mean: 0.882910, var: 0.000897","mean: 0.012270, var: 0.000075","mean: 0.085828, var: 0.001110","mean: 0.137433, var: 0.002281","mean: 0.005611, var: 0.000039","mean: 0.063165, var: 0.000491","mean: 0.098926, var: 0.001761","mean: 0.056677, var: 0.000384","mean: 0.013997, var: 0.000187",1.9135717491268112,Low
ENSP00000507540,"mean: 0.307617, var: 0.004654","mean: 0.572656, var: 0.002829","mean: 0.474072, var: 0.000402","mean: 0.129913, var: 0.002559","mean: 0.198120, var: 0.002905","mean: 0.342554, var: 0.013333","mean: 0.010021, var: 0.000100","mean: 0.314453, var: 0.004433","mean: 0.396167, var: 0.011663","mean: 0.421191, var: 0.012119","mean: 0.037135, var: 0.002379",3.2518193767344057,High
ENSP00000493494,"mean: 0.431641, var: 0.009256","mean: 0.658203, var: 0.002289","mean: 0.264160, var: 0.002925","mean: 0.131519, var: 0.001518","mean: 0.434082, var: 0.008773","mean: 0.275720, var: 0.007718","mean: 0.061453, var: 0.001482","mean: 0.187915, var: 0.002974","mean: 0.297437, var: 0.006349","mean: 0.317920, var: 0.001293","mean: 0.198218, var: 0.008614",3.505211464606816,High
ENSP00000482619,"mean: 0.175818, var: 0.003347","mean: 0.444482, var: 0.007161","mean: 0.432666, var: 0.004189","mean: 0.646582, var: 0.004808","mean: 0.171936, var: 0.004101","mean: 0.408691, var: 0.004790","mean: 0.032177, var: 0.000960","mean: 0.145862, var: 0.002103","mean: 0.081439, var: 0.000558","mean: 0.230396, var: 0.007455","mean: 0.163098, var: 0.001985",3.2084601753627973,High
ENSP00000445058,"mean: 0.436963, var: 0.006783","mean: 0.573145, var: 0.005792","mean: 0.403369, var: 0.002277","mean: 0.137085, var: 0.003689","mean: 0.301489, var: 0.004500","mean: 0.185681, var: 0.003532","mean: 0.038102, var: 0.001623","mean: 0.232153, var: 0.000609","mean: 0.107782, var: 0.001692","mean: 0.298682, var: 0.005886","mean: 0.060513, var: 0.004495",3.227819193576117,High
ENSP00000404402,"mean: 0.058630, var: 0.000022","mean: 0.352563, var: 0.008395","mean: 0.788379, var: 0.004530","mean: 0.120764, var: 0.006248","mean: 0.036487, var: 0.000157","mean: 0.132410, var: 0.003227","mean: 0.011585, var: 0.000152","mean: 0.045901, var: 0.000336","mean: 0.060883, var: 0.000301","mean: 0.053818, var: 0.000417","mean: 0.016669, var: 0.000384",1.95410809445167,Low
ENSP00000460273,"mean: 0.208447, var: 0.000728","mean: 0.370850, var: 0.002808","mean: 0.304712, var: 0.001775","mean: 0.362012, var: 0.003726","mean: 0.174854, var: 0.000679","mean: 0.381445, var: 0.004699","mean: 0.080774, var: 0.000924","mean: 0.328589, var: 0.004905","mean: 0.284766, var: 0.003978","mean: 0.280249, var: 0.006276","mean: 0.162000, var: 0.003336",3.6752108899902485,High
ENSP00000434572,"mean: 0.138965, var: 0.001187","mean: 0.238501, var: 0.001003","mean: 0.751074, var: 0.002451","mean: 0.092120, var: 0.004398","mean: 0.083801, var: 0.000704","mean: 0.268030, var: 0.012748","mean: 0.024595, var: 0.001074","mean: 0.051868, var: 0.001192","mean: 0.050694, var: 0.000763","mean: 0.098923, var: 0.002712","mean: 0.076108, var: 0.007335",2.4321094037705273,Moderate
