ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000471403,"mean: 0.077063, var: 0.000493","mean: 0.281665, var: 0.000927","mean: 0.799023, var: 0.008981","mean: 0.093143, var: 0.004111","mean: 0.037100, var: 0.000314","mean: 0.242639, var: 0.013139","mean: 0.030532, var: 0.001465","mean: 0.116834, var: 0.000716","mean: 0.052899, var: 0.000300","mean: 0.083099, var: 0.001402","mean: 0.034614, var: 0.001452",2.25660506034786,Moderate
ENSP00000386738,"mean: 0.082166, var: 0.000086","mean: 0.780566, var: 0.006194","mean: 0.632910, var: 0.008368","mean: 0.054936, var: 0.002076","mean: 0.081348, var: 0.001161","mean: 0.117346, var: 0.002638","mean: 0.006986, var: 0.000041","mean: 0.102258, var: 0.001074","mean: 0.109424, var: 0.000423","mean: 0.063733, var: 0.001527","mean: 0.139449, var: 0.012124",2.263289830066462,Moderate
ENSP00000266544,"mean: 0.381348, var: 0.001514","mean: 0.174146, var: 0.001102","mean: 0.086255, var: 0.000465","mean: 0.076935, var: 0.001577","mean: 0.155041, var: 0.000901","mean: 0.908789, var: 0.000320","mean: 0.459473, var: 0.009761","mean: 0.074432, var: 0.000467","mean: 0.073206, var: 0.000206","mean: 0.101660, var: 0.000090","mean: 0.080640, var: 0.002757",2.634149163075618,Moderate
ENSP00000452454,"mean: 0.114832, var: 0.001464","mean: 0.474854, var: 0.003920","mean: 0.698730, var: 0.003849","mean: 0.037930, var: 0.001016","mean: 0.065216, var: 0.001205","mean: 0.087555, var: 0.000486","mean: 0.002645, var: 0.000005","mean: 0.111292, var: 0.000284","mean: 0.088489, var: 0.001015","mean: 0.124805, var: 0.004553","mean: 0.007006, var: 0.000059",2.1371581598547555,Moderate
ENSP00000359095,"mean: 0.054736, var: 0.000439","mean: 0.424170, var: 0.000953","mean: 0.778223, var: 0.006197","mean: 0.156348, var: 0.001396","mean: 0.073126, var: 0.000337","mean: 0.313452, var: 0.008979","mean: 0.006992, var: 0.000061","mean: 0.048859, var: 0.000195","mean: 0.048044, var: 0.000526","mean: 0.080444, var: 0.000394","mean: 0.024977, var: 0.000956",2.185901796094419,Moderate
ENSP00000357215,"mean: 0.080066, var: 0.000891","mean: 0.247070, var: 0.003005","mean: 0.746289, var: 0.003623","mean: 0.372534, var: 0.025893","mean: 0.077124, var: 0.000086","mean: 0.045576, var: 0.001867","mean: 0.005945, var: 0.000023","mean: 0.040440, var: 0.000638","mean: 0.095996, var: 0.009496","mean: 0.314111, var: 0.015378","mean: 0.026153, var: 0.000617",2.31640430241663,Moderate
ENSP00000483921,"mean: 0.110516, var: 0.001614","mean: 0.512793, var: 0.004600","mean: 0.819141, var: 0.001020","mean: 0.054897, var: 0.000939","mean: 0.109656, var: 0.002249","mean: 0.082187, var: 0.000981","mean: 0.011042, var: 0.000081","mean: 0.099976, var: 0.003321","mean: 0.098737, var: 0.003642","mean: 0.107959, var: 0.003172","mean: 0.030381, var: 0.001793",2.211457460555383,Moderate
ENSP00000342699,"mean: 0.145447, var: 0.000557","mean: 0.669727, var: 0.006923","mean: 0.476514, var: 0.004413","mean: 0.073889, var: 0.000591","mean: 0.078754, var: 0.000195","mean: 0.179858, var: 0.003962","mean: 0.004910, var: 0.000027","mean: 0.107019, var: 0.000301","mean: 0.177405, var: 0.001719","mean: 0.293286, var: 0.003050","mean: 0.056182, var: 0.003020",2.696878899601865,Moderate
ENSP00000274031,"mean: 0.039972, var: 0.000106","mean: 0.597949, var: 0.003188","mean: 0.781250, var: 0.002298","mean: 0.063245, var: 0.001218","mean: 0.031000, var: 0.000094","mean: 0.153735, var: 0.012118","mean: 0.081357, var: 0.002720","mean: 0.123462, var: 0.000535","mean: 0.055511, var: 0.000505","mean: 0.055872, var: 0.000426","mean: 0.027569, var: 0.001469",2.082252572642443,Moderate
ENSP00000339524,"mean: 0.037210, var: 0.000404","mean: 0.303711, var: 0.003309","mean: 0.850977, var: 0.004888","mean: 0.066846, var: 0.001419","mean: 0.033173, var: 0.000669","mean: 0.192834, var: 0.004477","mean: 0.006152, var: 0.000027","mean: 0.137097, var: 0.004483","mean: 0.049100, var: 0.000600","mean: 0.067676, var: 0.000450","mean: 0.029290, var: 0.001813",1.9703181009850075,Moderate
ENSP00000449746,"mean: 0.171509, var: 0.001291","mean: 0.495654, var: 0.002032","mean: 0.506787, var: 0.004347","mean: 0.039967, var: 0.000689","mean: 0.124792, var: 0.002243","mean: 0.128992, var: 0.002255","mean: 0.008993, var: 0.000055","mean: 0.141834, var: 0.002484","mean: 0.192480, var: 0.008048","mean: 0.160654, var: 0.009270","mean: 0.014443, var: 0.000187",2.638792392948379,Moderate
ENSP00000503956,"mean: 0.351172, var: 0.003011","mean: 0.167639, var: 0.001418","mean: 0.072510, var: 0.000391","mean: 0.112134, var: 0.003673","mean: 0.212341, var: 0.006555","mean: 0.942383, var: 0.000095","mean: 0.048987, var: 0.000997","mean: 0.087012, var: 0.001123","mean: 0.051056, var: 0.000087","mean: 0.093176, var: 0.000833","mean: 0.080377, var: 0.002434",2.423331108245202,Moderate
ENSP00000489856,"mean: 0.159424, var: 0.000755","mean: 0.217603, var: 0.001900","mean: 0.133411, var: 0.001212","mean: 0.147217, var: 0.006085","mean: 0.090265, var: 0.000548","mean: 0.932910, var: 0.000332","mean: 0.021523, var: 0.000316","mean: 0.064410, var: 0.000399","mean: 0.052692, var: 0.000033","mean: 0.082959, var: 0.000230","mean: 0.082141, var: 0.002655",2.283411278557074,Moderate
ENSP00000489758,"mean: 0.155762, var: 0.001027","mean: 0.334766, var: 0.002060","mean: 0.131055, var: 0.000614","mean: 0.206274, var: 0.012359","mean: 0.105548, var: 0.001591","mean: 0.903223, var: 0.000717","mean: 0.065173, var: 0.002088","mean: 0.060059, var: 0.000100","mean: 0.070477, var: 0.000075","mean: 0.093677, var: 0.000445","mean: 0.267261, var: 0.005992",2.685470187961932,Moderate
ENSP00000345702,"mean: 0.069348, var: 0.000609","mean: 0.326978, var: 0.004072","mean: 0.757617, var: 0.004473","mean: 0.100702, var: 0.001977","mean: 0.045123, var: 0.000475","mean: 0.081146, var: 0.002628","mean: 0.003678, var: 0.000015","mean: 0.119324, var: 0.001127","mean: 0.035896, var: 0.000496","mean: 0.105682, var: 0.001588","mean: 0.006038, var: 0.000028",1.9977282899903877,Moderate
ENSP00000398124,"mean: 0.188196, var: 0.003958","mean: 0.485449, var: 0.023725","mean: 0.872656, var: 0.001545","mean: 0.029814, var: 0.000373","mean: 0.127802, var: 0.006593","mean: 0.195520, var: 0.002588","mean: 0.004161, var: 0.000025","mean: 0.074948, var: 0.002500","mean: 0.174524, var: 0.008975","mean: 0.238330, var: 0.000960","mean: 0.119272, var: 0.013490",2.587858331085668,Moderate
ENSP00000361171,"mean: 0.118042, var: 0.000538","mean: 0.252686, var: 0.001652","mean: 0.758398, var: 0.002114","mean: 0.042821, var: 0.000795","mean: 0.069812, var: 0.000987","mean: 0.132880, var: 0.002673","mean: 0.013052, var: 0.000279","mean: 0.069379, var: 0.000207","mean: 0.164929, var: 0.003607","mean: 0.100354, var: 0.000205","mean: 0.026414, var: 0.000527",2.2641883861447623,Moderate
ENSP00000403660,"mean: 0.727637, var: 0.007801","mean: 0.270947, var: 0.000270","mean: 0.082355, var: 0.000456","mean: 0.131903, var: 0.004966","mean: 0.739062, var: 0.009121","mean: 0.101392, var: 0.001186","mean: 0.008291, var: 0.000044","mean: 0.293677, var: 0.004763","mean: 0.186108, var: 0.001727","mean: 0.242603, var: 0.000878","mean: 0.023759, var: 0.000417",2.6584689885811597,Moderate
ENSP00000269967,"mean: 0.076794, var: 0.000326","mean: 0.567432, var: 0.008639","mean: 0.601758, var: 0.000086","mean: 0.061812, var: 0.002604","mean: 0.069366, var: 0.000429","mean: 0.391357, var: 0.003311","mean: 0.003998, var: 0.000018","mean: 0.129163, var: 0.003577","mean: 0.092075, var: 0.001342","mean: 0.105249, var: 0.001326","mean: 0.050034, var: 0.002816",2.441424019669385,Moderate
ENSP00000341843,"mean: 0.113818, var: 0.002865","mean: 0.462646, var: 0.004002","mean: 0.831445, var: 0.001350","mean: 0.065033, var: 0.001942","mean: 0.075464, var: 0.000044","mean: 0.171069, var: 0.001299","mean: 0.002345, var: 0.000007","mean: 0.107245, var: 0.002743","mean: 0.145367, var: 0.006004","mean: 0.155945, var: 0.003330","mean: 0.021521, var: 0.000305",2.338591933046684,Moderate
ENSP00000263121,"mean: 0.182129, var: 0.001323","mean: 0.475391, var: 0.001607","mean: 0.789648, var: 0.005799","mean: 0.153882, var: 0.009677","mean: 0.136340, var: 0.000367","mean: 0.121503, var: 0.003423","mean: 0.005583, var: 0.000015","mean: 0.095618, var: 0.000836","mean: 0.176990, var: 0.002867","mean: 0.176904, var: 0.000787","mean: 0.012488, var: 0.000281",2.587012454855122,Moderate
ENSP00000438800,"mean: 0.852734, var: 0.005380","mean: 0.123254, var: 0.000064","mean: 0.058856, var: 0.000026","mean: 0.066188, var: 0.001773","mean: 0.822754, var: 0.008843","mean: 0.095648, var: 0.002496","mean: 0.012500, var: 0.000059","mean: 0.266675, var: 0.002912","mean: 0.251611, var: 0.011431","mean: 0.193408, var: 0.000347","mean: 0.017955, var: 0.000193",2.269704531633175,Moderate
ENSP00000364119,"mean: 0.139880, var: 0.000478","mean: 0.627148, var: 0.002408","mean: 0.581445, var: 0.005137","mean: 0.056732, var: 0.001143","mean: 0.102704, var: 0.001895","mean: 0.095660, var: 0.001328","mean: 0.011105, var: 0.000020","mean: 0.090881, var: 0.000200","mean: 0.106775, var: 0.002752","mean: 0.359326, var: 0.011805","mean: 0.006375, var: 0.000031",2.410871211406939,Moderate
ENSP00000362328,"mean: 0.835449, var: 0.002448","mean: 0.131262, var: 0.000387","mean: 0.143860, var: 0.000586","mean: 0.161584, var: 0.001958","mean: 0.759375, var: 0.005449","mean: 0.213538, var: 0.004337","mean: 0.006425, var: 0.000018","mean: 0.321631, var: 0.000836","mean: 0.508008, var: 0.008951","mean: 0.182678, var: 0.004475","mean: 0.022650, var: 0.000091",2.6665838589222726,Moderate
ENSP00000426183,"mean: 0.130389, var: 0.001576","mean: 0.507324, var: 0.005100","mean: 0.796680, var: 0.001264","mean: 0.049153, var: 0.000830","mean: 0.134619, var: 0.003001","mean: 0.091718, var: 0.001284","mean: 0.009297, var: 0.000056","mean: 0.096771, var: 0.002964","mean: 0.099878, var: 0.003840","mean: 0.106616, var: 0.002832","mean: 0.031397, var: 0.001859",2.275072871415644,Moderate
ENSP00000468069,"mean: 0.044598, var: 0.000235","mean: 0.305957, var: 0.003525","mean: 0.772559, var: 0.004007","mean: 0.143170, var: 0.008601","mean: 0.050323, var: 0.000231","mean: 0.143396, var: 0.004864","mean: 0.001875, var: 0.000004","mean: 0.035858, var: 0.000138","mean: 0.105872, var: 0.000972","mean: 0.043152, var: 0.000416","mean: 0.020727, var: 0.000325",1.992444723322622,Moderate
ENSP00000496837,"mean: 0.162512, var: 0.003286","mean: 0.500928, var: 0.001261","mean: 0.510840, var: 0.006104","mean: 0.056808, var: 0.000807","mean: 0.143884, var: 0.002147","mean: 0.260669, var: 0.004242","mean: 0.002899, var: 0.000004","mean: 0.177417, var: 0.005014","mean: 0.175317, var: 0.006355","mean: 0.156860, var: 0.001078","mean: 0.018727, var: 0.000607",2.7711170503224403,Moderate
ENSP00000473467,"mean: 0.142737, var: 0.000644","mean: 0.602246, var: 0.004061","mean: 0.665918, var: 0.000635","mean: 0.065459, var: 0.000841","mean: 0.107440, var: 0.001368","mean: 0.131549, var: 0.009626","mean: 0.035262, var: 0.001588","mean: 0.136975, var: 0.004283","mean: 0.078134, var: 0.000980","mean: 0.278906, var: 0.011440","mean: 0.021836, var: 0.000894",2.5680685060813153,Moderate
ENSP00000216807,"mean: 0.062027, var: 0.000813","mean: 0.461279, var: 0.003674","mean: 0.751660, var: 0.010537","mean: 0.216748, var: 0.003185","mean: 0.089679, var: 0.001300","mean: 0.083545, var: 0.000791","mean: 0.001430, var: 0.000002","mean: 0.042743, var: 0.000443","mean: 0.243823, var: 0.003975","mean: 0.089719, var: 0.003194","mean: 0.009086, var: 0.000126",2.2462642250555733,Moderate
ENSP00000504515,"mean: 0.349658, var: 0.002622","mean: 0.165295, var: 0.001332","mean: 0.081427, var: 0.000490","mean: 0.097821, var: 0.002908","mean: 0.213330, var: 0.006622","mean: 0.946191, var: 0.000049","mean: 0.045724, var: 0.000865","mean: 0.084491, var: 0.000893","mean: 0.051758, var: 0.000100","mean: 0.083185, var: 0.000581","mean: 0.076587, var: 0.002444",2.3852340076428646,Moderate
ENSP00000437928,"mean: 0.142664, var: 0.000443","mean: 0.505225, var: 0.001720","mean: 0.757324, var: 0.003648","mean: 0.060898, var: 0.001652","mean: 0.105359, var: 0.000336","mean: 0.197461, var: 0.002652","mean: 0.007039, var: 0.000052","mean: 0.147266, var: 0.000705","mean: 0.136108, var: 0.000215","mean: 0.106421, var: 0.000842","mean: 0.036049, var: 0.001432",2.5077314015977534,Moderate
ENSP00000499450,"mean: 0.449951, var: 0.002991","mean: 0.099829, var: 0.000357","mean: 0.134814, var: 0.000839","mean: 0.059137, var: 0.000442","mean: 0.087848, var: 0.000482","mean: 0.908691, var: 0.000308","mean: 0.287744, var: 0.011594","mean: 0.078162, var: 0.000390","mean: 0.051886, var: 0.000056","mean: 0.107617, var: 0.000353","mean: 0.123438, var: 0.002775",2.536739111778606,Moderate
ENSP00000351211,"mean: 0.858203, var: 0.002167","mean: 0.140955, var: 0.001031","mean: 0.123645, var: 0.000662","mean: 0.046945, var: 0.001067","mean: 0.805566, var: 0.009188","mean: 0.210083, var: 0.001687","mean: 0.035162, var: 0.000676","mean: 0.160437, var: 0.004538","mean: 0.146863, var: 0.000636","mean: 0.079120, var: 0.000642","mean: 0.029647, var: 0.000410",2.30944644937032,Moderate
ENSP00000312288,"mean: 0.288037, var: 0.000366","mean: 0.175659, var: 0.002101","mean: 0.088702, var: 0.000731","mean: 0.047183, var: 0.000912","mean: 0.050052, var: 0.000223","mean: 0.972852, var: 0.000053","mean: 0.330542, var: 0.016958","mean: 0.042395, var: 0.000055","mean: 0.031976, var: 0.000104","mean: 0.040671, var: 0.000086","mean: 0.146191, var: 0.005775",2.220990798838873,Moderate
ENSP00000385376,"mean: 0.133765, var: 0.000371","mean: 0.695410, var: 0.004464","mean: 0.467822, var: 0.006874","mean: 0.059882, var: 0.000286","mean: 0.077124, var: 0.000398","mean: 0.178967, var: 0.002927","mean: 0.002865, var: 0.000009","mean: 0.089172, var: 0.000471","mean: 0.180798, var: 0.003985","mean: 0.283765, var: 0.002807","mean: 0.045631, var: 0.001921",2.591076254823232,Moderate
ENSP00000308082,"mean: 0.802832, var: 0.005351","mean: 0.154773, var: 0.000702","mean: 0.141858, var: 0.000842","mean: 0.074762, var: 0.001303","mean: 0.809082, var: 0.009668","mean: 0.224756, var: 0.001936","mean: 0.011522, var: 0.000083","mean: 0.144360, var: 0.002489","mean: 0.188843, var: 0.000356","mean: 0.098773, var: 0.000653","mean: 0.027675, var: 0.000289",2.4164546718536544,Moderate
ENSP00000006015,"mean: 0.100775, var: 0.003400","mean: 0.283276, var: 0.006958","mean: 0.826562, var: 0.008284","mean: 0.030191, var: 0.000079","mean: 0.087195, var: 0.001909","mean: 0.154280, var: 0.012343","mean: 0.004450, var: 0.000011","mean: 0.067075, var: 0.001251","mean: 0.044975, var: 0.001561","mean: 0.068617, var: 0.004259","mean: 0.027608, var: 0.001228",1.9805263703222868,Moderate
ENSP00000427329,"mean: 0.074005, var: 0.000273","mean: 0.495508, var: 0.003683","mean: 0.759180, var: 0.003480","mean: 0.040073, var: 0.000975","mean: 0.049823, var: 0.000133","mean: 0.207544, var: 0.002619","mean: 0.008993, var: 0.000073","mean: 0.090143, var: 0.001250","mean: 0.053033, var: 0.000730","mean: 0.062221, var: 0.001136","mean: 0.045372, var: 0.001202",2.0826305091533928,Moderate
ENSP00000261245,"mean: 0.141858, var: 0.005761","mean: 0.523145, var: 0.001228","mean: 0.726367, var: 0.007089","mean: 0.033099, var: 0.000390","mean: 0.112048, var: 0.001995","mean: 0.174194, var: 0.001633","mean: 0.002913, var: 0.000014","mean: 0.159253, var: 0.002791","mean: 0.159082, var: 0.001846","mean: 0.108060, var: 0.004392","mean: 0.022116, var: 0.000609",2.437462922102184,Moderate
ENSP00000215742,"mean: 0.034149, var: 0.000061","mean: 0.349707, var: 0.001399","mean: 0.843457, var: 0.005153","mean: 0.108435, var: 0.002896","mean: 0.036450, var: 0.000293","mean: 0.234302, var: 0.010803","mean: 0.006632, var: 0.000065","mean: 0.068506, var: 0.000423","mean: 0.066650, var: 0.000343","mean: 0.042242, var: 0.000311","mean: 0.048015, var: 0.001753",2.0048431730819027,Moderate
ENSP00000478813,"mean: 0.245264, var: 0.001537","mean: 0.154456, var: 0.000632","mean: 0.121802, var: 0.000709","mean: 0.112561, var: 0.003579","mean: 0.079865, var: 0.000807","mean: 0.935156, var: 0.000282","mean: 0.034869, var: 0.000820","mean: 0.096252, var: 0.000725","mean: 0.057428, var: 0.000156","mean: 0.085291, var: 0.000223","mean: 0.136389, var: 0.003611",2.3881399301400084,Moderate
ENSP00000380311,"mean: 0.175195, var: 0.000492","mean: 0.516895, var: 0.000174","mean: 0.747949, var: 0.003914","mean: 0.062979, var: 0.001358","mean: 0.130762, var: 0.000687","mean: 0.165308, var: 0.001087","mean: 0.006894, var: 0.000058","mean: 0.161145, var: 0.003615","mean: 0.135815, var: 0.001100","mean: 0.140613, var: 0.002433","mean: 0.027567, var: 0.000878",2.575656689319188,Moderate
ENSP00000446680,"mean: 0.101013, var: 0.003499","mean: 0.296387, var: 0.005754","mean: 0.814746, var: 0.006799","mean: 0.030948, var: 0.000124","mean: 0.068423, var: 0.001349","mean: 0.157327, var: 0.011013","mean: 0.003892, var: 0.000009","mean: 0.075731, var: 0.001419","mean: 0.044807, var: 0.001524","mean: 0.069894, var: 0.004605","mean: 0.039648, var: 0.001934",2.0110844016826306,Moderate
ENSP00000352831,"mean: 0.177661, var: 0.006979","mean: 0.489160, var: 0.008000","mean: 0.541016, var: 0.003744","mean: 0.098395, var: 0.002600","mean: 0.128711, var: 0.002166","mean: 0.292065, var: 0.007519","mean: 0.055930, var: 0.006991","mean: 0.072269, var: 0.001982","mean: 0.053052, var: 0.000245","mean: 0.047205, var: 0.000390","mean: 0.058551, var: 0.004095",2.6578429214646246,Moderate
ENSP00000275766,"mean: 0.045825, var: 0.000046","mean: 0.456641, var: 0.002932","mean: 0.605762, var: 0.002383","mean: 0.281763, var: 0.017187","mean: 0.044507, var: 0.000017","mean: 0.205688, var: 0.007187","mean: 0.003874, var: 0.000014","mean: 0.068808, var: 0.000887","mean: 0.054745, var: 0.000787","mean: 0.040494, var: 0.000488","mean: 0.021666, var: 0.000476",2.2011432664751727,Moderate
ENSP00000416970,"mean: 0.227734, var: 0.000863","mean: 0.154211, var: 0.000661","mean: 0.123938, var: 0.001238","mean: 0.169971, var: 0.005431","mean: 0.121216, var: 0.000844","mean: 0.897070, var: 0.000430","mean: 0.024067, var: 0.000378","mean: 0.072986, var: 0.000142","mean: 0.108203, var: 0.000558","mean: 0.104700, var: 0.000110","mean: 0.083282, var: 0.002006",2.5030779977683757,Moderate
ENSP00000503461,"mean: 0.336426, var: 0.002178","mean: 0.165466, var: 0.001390","mean: 0.078363, var: 0.000446","mean: 0.103961, var: 0.003315","mean: 0.190100, var: 0.004822","mean: 0.947266, var: 0.000067","mean: 0.058154, var: 0.001303","mean: 0.079749, var: 0.000896","mean: 0.047290, var: 0.000077","mean: 0.079828, var: 0.000598","mean: 0.080054, var: 0.002565",2.381317421315968,Moderate
ENSP00000496754,"mean: 0.047351, var: 0.000065","mean: 0.317432, var: 0.004138","mean: 0.790039, var: 0.008352","mean: 0.377368, var: 0.022232","mean: 0.036581, var: 0.000102","mean: 0.101605, var: 0.001511","mean: 0.002736, var: 0.000009","mean: 0.085852, var: 0.000436","mean: 0.056554, var: 0.002143","mean: 0.075336, var: 0.001279","mean: 0.006983, var: 0.000107",2.034828798148586,Moderate
ENSP00000265523,"mean: 0.065265, var: 0.000740","mean: 0.599219, var: 0.019994","mean: 0.483740, var: 0.005107","mean: 0.098322, var: 0.001457","mean: 0.024202, var: 0.000149","mean: 0.405859, var: 0.016208","mean: 0.061955, var: 0.003272","mean: 0.129077, var: 0.004810","mean: 0.075552, var: 0.001917","mean: 0.279077, var: 0.007404","mean: 0.069474, var: 0.003408",2.693585634986271,Moderate
ENSP00000442224,"mean: 0.064801, var: 0.000048","mean: 0.350488, var: 0.002333","mean: 0.786914, var: 0.004627","mean: 0.197156, var: 0.007401","mean: 0.052670, var: 0.000182","mean: 0.084540, var: 0.005842","mean: 0.027072, var: 0.000446","mean: 0.098462, var: 0.001291","mean: 0.060608, var: 0.000364","mean: 0.186914, var: 0.003149","mean: 0.038845, var: 0.002286",2.352902917507388,Moderate
ENSP00000452777,"mean: 0.276270, var: 0.001489","mean: 0.127051, var: 0.000575","mean: 0.081049, var: 0.000813","mean: 0.140588, var: 0.005228","mean: 0.092377, var: 0.001644","mean: 0.934863, var: 0.000313","mean: 0.093036, var: 0.005127","mean: 0.060950, var: 0.000150","mean: 0.052203, var: 0.000117","mean: 0.070874, var: 0.000280","mean: 0.060498, var: 0.001028",2.2828795276543157,Moderate
ENSP00000345580,"mean: 0.812988, var: 0.000993","mean: 0.147498, var: 0.000461","mean: 0.152661, var: 0.000487","mean: 0.022479, var: 0.000213","mean: 0.253906, var: 0.002501","mean: 0.855078, var: 0.000165","mean: 0.069620, var: 0.002505","mean: 0.241919, var: 0.003399","mean: 0.212939, var: 0.000511","mean: 0.123669, var: 0.002321","mean: 0.154041, var: 0.006311",2.709616829178799,Moderate
ENSP00000362843,"mean: 0.123889, var: 0.002079","mean: 0.433252, var: 0.004953","mean: 0.796582, var: 0.002722","mean: 0.086719, var: 0.004396","mean: 0.086572, var: 0.000232","mean: 0.254419, var: 0.005512","mean: 0.006523, var: 0.000058","mean: 0.132654, var: 0.002414","mean: 0.087628, var: 0.002382","mean: 0.099854, var: 0.000705","mean: 0.055125, var: 0.001609",2.4783395453836685,Moderate
ENSP00000262949,"mean: 0.112598, var: 0.000104","mean: 0.560107, var: 0.004611","mean: 0.644727, var: 0.001117","mean: 0.154810, var: 0.003725","mean: 0.140662, var: 0.000722","mean: 0.226453, var: 0.008193","mean: 0.006028, var: 0.000044","mean: 0.066492, var: 0.000113","mean: 0.109924, var: 0.000310","mean: 0.141376, var: 0.002347","mean: 0.071593, var: 0.003936",2.6736882369588355,Moderate
ENSP00000377752,"mean: 0.469971, var: 0.019586","mean: 0.783496, var: 0.005225","mean: 0.178098, var: 0.011781","mean: 0.101437, var: 0.001868","mean: 0.519141, var: 0.030191","mean: 0.288306, var: 0.007775","mean: 0.019382, var: 0.000144","mean: 0.088251, var: 0.001025","mean: 0.094092, var: 0.000598","mean: 0.253345, var: 0.010600","mean: 0.024879, var: 0.001070",2.7371516619828573,Moderate
ENSP00000481885,"mean: 0.135291, var: 0.002425","mean: 0.397705, var: 0.004147","mean: 0.806348, var: 0.002024","mean: 0.119720, var: 0.006825","mean: 0.082642, var: 0.000241","mean: 0.305762, var: 0.004987","mean: 0.006711, var: 0.000062","mean: 0.121545, var: 0.002220","mean: 0.088922, var: 0.002575","mean: 0.117200, var: 0.001381","mean: 0.044469, var: 0.000929",2.5279771025592357,Moderate
ENSP00000393316,"mean: 0.824902, var: 0.001646","mean: 0.170190, var: 0.000381","mean: 0.116858, var: 0.000558","mean: 0.107025, var: 0.002317","mean: 0.411914, var: 0.002116","mean: 0.191858, var: 0.003192","mean: 0.024097, var: 0.000181","mean: 0.765039, var: 0.002446","mean: 0.361182, var: 0.001294","mean: 0.426611, var: 0.004032","mean: 0.039101, var: 0.000552",2.784969801823933,Moderate
ENSP00000370508,"mean: 0.263257, var: 0.000389","mean: 0.117969, var: 0.000544","mean: 0.094763, var: 0.000533","mean: 0.104511, var: 0.001566","mean: 0.062207, var: 0.000173","mean: 0.962109, var: 0.000067","mean: 0.125909, var: 0.005668","mean: 0.033713, var: 0.000064","mean: 0.033740, var: 0.000049","mean: 0.063776, var: 0.000092","mean: 0.048047, var: 0.001599",2.0836729812115213,Moderate
ENSP00000450324,"mean: 0.147339, var: 0.000723","mean: 0.540527, var: 0.003524","mean: 0.448047, var: 0.001965","mean: 0.032591, var: 0.000491","mean: 0.096478, var: 0.001521","mean: 0.103528, var: 0.002265","mean: 0.029504, var: 0.000976","mean: 0.251392, var: 0.024260","mean: 0.132626, var: 0.004107","mean: 0.129114, var: 0.004840","mean: 0.013766, var: 0.000194",2.588683675954205,Moderate
ENSP00000292894,"mean: 0.048724, var: 0.000168","mean: 0.408740, var: 0.002785","mean: 0.682324, var: 0.003178","mean: 0.226782, var: 0.002792","mean: 0.062921, var: 0.000145","mean: 0.316357, var: 0.011879","mean: 0.003694, var: 0.000019","mean: 0.075012, var: 0.000190","mean: 0.071393, var: 0.000150","mean: 0.053021, var: 0.000282","mean: 0.059445, var: 0.002556",2.3752937698949053,Moderate
ENSP00000311697,"mean: 0.137183, var: 0.000805","mean: 0.290039, var: 0.002196","mean: 0.187061, var: 0.002950","mean: 0.831836, var: 0.001973","mean: 0.167664, var: 0.002438","mean: 0.238794, var: 0.005059","mean: 0.015086, var: 0.000177","mean: 0.209937, var: 0.006932","mean: 0.126489, var: 0.001235","mean: 0.177881, var: 0.000201","mean: 0.018525, var: 0.000231",2.7731577953563398,Moderate
ENSP00000422084,"mean: 0.142908, var: 0.000429","mean: 0.706250, var: 0.003330","mean: 0.582568, var: 0.006554","mean: 0.074561, var: 0.000700","mean: 0.054407, var: 0.000181","mean: 0.088675, var: 0.002263","mean: 0.016302, var: 0.000224","mean: 0.194897, var: 0.006586","mean: 0.140271, var: 0.001583","mean: 0.268652, var: 0.001482","mean: 0.031393, var: 0.000807",2.5283193536090702,Moderate
ENSP00000482293,"mean: 0.077008, var: 0.000226","mean: 0.558887, var: 0.004631","mean: 0.655371, var: 0.006807","mean: 0.068132, var: 0.002458","mean: 0.137939, var: 0.002558","mean: 0.159180, var: 0.003302","mean: 0.018954, var: 0.000102","mean: 0.098413, var: 0.000307","mean: 0.090860, var: 0.002163","mean: 0.089832, var: 0.000654","mean: 0.027810, var: 0.001166",2.385704769785535,Moderate
ENSP00000475617,"mean: 0.134106, var: 0.005227","mean: 0.269458, var: 0.006326","mean: 0.808789, var: 0.001644","mean: 0.161096, var: 0.002282","mean: 0.091492, var: 0.000619","mean: 0.189221, var: 0.002388","mean: 0.017212, var: 0.000299","mean: 0.058325, var: 0.000224","mean: 0.067316, var: 0.000152","mean: 0.077991, var: 0.000408","mean: 0.062555, var: 0.001794",2.412031035122918,Moderate
ENSP00000412620,"mean: 0.087134, var: 0.000888","mean: 0.245361, var: 0.004845","mean: 0.825391, var: 0.001442","mean: 0.239417, var: 0.026421","mean: 0.081372, var: 0.000105","mean: 0.035653, var: 0.001153","mean: 0.004777, var: 0.000014","mean: 0.054962, var: 0.001535","mean: 0.103644, var: 0.014013","mean: 0.335864, var: 0.021792","mean: 0.028467, var: 0.000794",2.2687038804489355,Moderate
ENSP00000362842,"mean: 0.114111, var: 0.001015","mean: 0.478564, var: 0.002350","mean: 0.808008, var: 0.002082","mean: 0.070654, var: 0.002107","mean: 0.084900, var: 0.000191","mean: 0.167004, var: 0.001092","mean: 0.002753, var: 0.000009","mean: 0.087195, var: 0.001328","mean: 0.173969, var: 0.005789","mean: 0.171484, var: 0.003163","mean: 0.016142, var: 0.000231",2.3703192557006587,Moderate
