ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Expected_Entropy,Mutual_Information,Uncertainty_Level
ENSP00000501630,"mean: 0.256055, var: 0.003177","mean: 0.193604, var: 0.001035","mean: 0.201929, var: 0.001531","mean: 0.131659, var: 0.005329","mean: 0.113025, var: 0.001702","mean: 0.920117, var: 0.000317","mean: 0.053813, var: 0.001327","mean: 0.084650, var: 0.000413","mean: 0.050055, var: 0.000048","mean: 0.117200, var: 0.000684","mean: 0.135602, var: 0.005561",2.618107051519891,0.12295413260629356,2.4951529189135977,Moderate
ENSP00000440575,"mean: 0.125684, var: 0.001360","mean: 0.525049, var: 0.006621","mean: 0.657715, var: 0.000998","mean: 0.168134, var: 0.008631","mean: 0.106824, var: 0.000585","mean: 0.291846, var: 0.002563","mean: 0.012730, var: 0.000203","mean: 0.124683, var: 0.000449","mean: 0.204736, var: 0.002178","mean: 0.151855, var: 0.000716","mean: 0.157433, var: 0.006524",2.9897583504766914,0.16631293405384046,2.823445416422851,Moderate
ENSP00000455296,"mean: 0.176221, var: 0.001991","mean: 0.497461, var: 0.012120","mean: 0.307861, var: 0.007953","mean: 0.076575, var: 0.002834","mean: 0.062445, var: 0.000517","mean: 0.453955, var: 0.012957","mean: 0.015202, var: 0.000322","mean: 0.086780, var: 0.001321","mean: 0.231506, var: 0.005363","mean: 0.113472, var: 0.005924","mean: 0.092828, var: 0.018063",2.8265057819015817,0.32343022196437654,2.503075559937205,Moderate
ENSP00000454720,"mean: 0.243091, var: 0.003472","mean: 0.184839, var: 0.003876","mean: 0.474658, var: 0.020821","mean: 0.095222, var: 0.005665","mean: 0.175842, var: 0.004402","mean: 0.350000, var: 0.011690","mean: 0.049040, var: 0.002916","mean: 0.039041, var: 0.000264","mean: 0.023141, var: 0.000121","mean: 0.017364, var: 0.000178","mean: 0.249731, var: 0.043003",2.6850453342163587,0.3841304393338447,2.300914894882514,Moderate
ENSP00000435888,"mean: 0.549951, var: 0.003514","mean: 0.541357, var: 0.006505","mean: 0.256787, var: 0.006706","mean: 0.083911, var: 0.001838","mean: 0.212988, var: 0.002410","mean: 0.474316, var: 0.003661","mean: 0.140610, var: 0.008026","mean: 0.678320, var: 0.032864","mean: 0.597949, var: 0.000997","mean: 0.773730, var: 0.003993","mean: 0.207211, var: 0.010492",3.272516247969926,0.3605399318669967,2.9119763161029293,Moderate
ENSP00000400637,"mean: 0.126294, var: 0.000412","mean: 0.500830, var: 0.006556","mean: 0.586621, var: 0.003747","mean: 0.145984, var: 0.004136","mean: 0.050723, var: 0.000220","mean: 0.417480, var: 0.009163","mean: 0.027706, var: 0.000258","mean: 0.095432, var: 0.002850","mean: 0.162439, var: 0.005035","mean: 0.173193, var: 0.004076","mean: 0.116377, var: 0.006859",2.8901100832562423,0.22672874100965074,2.6633813422465917,Moderate
ENSP00000462839,"mean: 0.928027, var: 0.004739","mean: 0.155652, var: 0.001100","mean: 0.075293, var: 0.000625","mean: 0.086827, var: 0.016829","mean: 0.394238, var: 0.007621","mean: 0.442188, var: 0.006733","mean: 0.043655, var: 0.002064","mean: 0.631494, var: 0.005319","mean: 0.353467, var: 0.000743","mean: 0.598437, var: 0.009182","mean: 0.114801, var: 0.003833",2.8438922117374754,0.2874118449739697,2.556480366763506,Moderate
ENSP00000408251,"mean: 0.262085, var: 0.000551","mean: 0.546533, var: 0.005371","mean: 0.588086, var: 0.001059","mean: 0.159717, var: 0.002266","mean: 0.195996, var: 0.001197","mean: 0.145483, var: 0.002751","mean: 0.011847, var: 0.000088","mean: 0.324097, var: 0.010474","mean: 0.318115, var: 0.001799","mean: 0.183154, var: 0.002358","mean: 0.067387, var: 0.005556",3.1609028217562427,0.1805985957873392,2.9803042259689034,Moderate
ENSP00000396061,"mean: 0.375635, var: 0.004257","mean: 0.707031, var: 0.007091","mean: 0.217603, var: 0.003802","mean: 0.151404, var: 0.000773","mean: 0.258740, var: 0.004077","mean: 0.279810, var: 0.011261","mean: 0.009649, var: 0.000153","mean: 0.229102, var: 0.001322","mean: 0.434741, var: 0.021371","mean: 0.210742, var: 0.007819","mean: 0.064112, var: 0.004617",3.1855690181059804,0.31306093028482607,2.872508087821154,Moderate
ENSP00000469800,"mean: 0.161389, var: 0.002290","mean: 0.703516, var: 0.004035","mean: 0.363086, var: 0.003855","mean: 0.212146, var: 0.011457","mean: 0.132812, var: 0.000646","mean: 0.282617, var: 0.002664","mean: 0.027199, var: 0.000351","mean: 0.142517, var: 0.005751","mean: 0.177808, var: 0.002599","mean: 0.408936, var: 0.018750","mean: 0.044315, var: 0.003981",3.0503617310263853,0.27382221715448873,2.7765395138718967,Moderate
ENSP00000411992,"mean: 0.199756, var: 0.000533","mean: 0.483203, var: 0.011697","mean: 0.441260, var: 0.004387","mean: 0.474048, var: 0.031585","mean: 0.069055, var: 0.000733","mean: 0.631641, var: 0.003540","mean: 0.093747, var: 0.003160","mean: 0.242651, var: 0.009018","mean: 0.107788, var: 0.002260","mean: 0.248926, var: 0.001659","mean: 0.105909, var: 0.016629",3.2523957974471065,0.36743046780826544,2.884965329638841,Moderate
ENSP00000357089,"mean: 0.222229, var: 0.022778","mean: 0.725000, var: 0.020412","mean: 0.371545, var: 0.027020","mean: 0.225610, var: 0.003013","mean: 0.298938, var: 0.051154","mean: 0.273267, var: 0.005886","mean: 0.015094, var: 0.000203","mean: 0.210474, var: 0.029070","mean: 0.145471, var: 0.002754","mean: 0.262170, var: 0.012207","mean: 0.016603, var: 0.000340",3.0774158098582345,0.6402567687325316,2.437159041125703,Moderate
ENSP00000506592,"mean: 0.292822, var: 0.001609","mean: 0.614551, var: 0.009403","mean: 0.528027, var: 0.007008","mean: 0.081223, var: 0.003768","mean: 0.203271, var: 0.002470","mean: 0.462988, var: 0.007642","mean: 0.037238, var: 0.001443","mean: 0.110168, var: 0.001104","mean: 0.111023, var: 0.001022","mean: 0.096695, var: 0.007723","mean: 0.154993, var: 0.007535",3.004765883248128,0.2604843696658017,2.744281513582326,Moderate
ENSP00000474781,"mean: 0.591504, var: 0.002640","mean: 0.312988, var: 0.005723","mean: 0.205273, var: 0.001310","mean: 0.096545, var: 0.001436","mean: 0.119360, var: 0.000846","mean: 0.866016, var: 0.001733","mean: 0.113550, var: 0.003164","mean: 0.373145, var: 0.003256","mean: 0.265308, var: 0.001372","mean: 0.216357, var: 0.004823","mean: 0.237830, var: 0.014467",3.2428519238880313,0.21323454855649285,3.0296173753315383,Moderate
ENSP00000455278,"mean: 0.241528, var: 0.001547","mean: 0.339087, var: 0.004872","mean: 0.535645, var: 0.003788","mean: 0.063403, var: 0.000227","mean: 0.082910, var: 0.000227","mean: 0.074402, var: 0.001607","mean: 0.008782, var: 0.000056","mean: 0.123767, var: 0.000029","mean: 0.360693, var: 0.013687","mean: 0.340723, var: 0.006610","mean: 0.014525, var: 0.000193",2.7152218331584517,0.1656384469080265,2.549583386250425,Moderate
ENSP00000437954,"mean: 0.458594, var: 0.011745","mean: 0.321533, var: 0.001128","mean: 0.113574, var: 0.000592","mean: 0.702930, var: 0.004333","mean: 0.424854, var: 0.009126","mean: 0.307080, var: 0.004181","mean: 0.010414, var: 0.000057","mean: 0.255737, var: 0.002613","mean: 0.307837, var: 0.019195","mean: 0.459717, var: 0.005829","mean: 0.042010, var: 0.000765",3.192798535826195,0.2810425640113204,2.9117559718148747,Moderate
ENSP00000435761,"mean: 0.429785, var: 0.004731","mean: 0.554590, var: 0.003621","mean: 0.494385, var: 0.002168","mean: 0.148914, var: 0.000487","mean: 0.152832, var: 0.004084","mean: 0.301538, var: 0.007507","mean: 0.050420, var: 0.001564","mean: 0.341748, var: 0.002903","mean: 0.695752, var: 0.027053","mean: 0.694336, var: 0.007551","mean: 0.054901, var: 0.003685",3.1528950913510596,0.30414847267159467,2.8487466186794648,Moderate
ENSP00000385226,"mean: 0.129724, var: 0.001765","mean: 0.354297, var: 0.003000","mean: 0.753223, var: 0.004794","mean: 0.042917, var: 0.000566","mean: 0.079828, var: 0.000740","mean: 0.386523, var: 0.009455","mean: 0.075677, var: 0.001780","mean: 0.071094, var: 0.000828","mean: 0.242920, var: 0.007079","mean: 0.138086, var: 0.001292","mean: 0.030425, var: 0.002023",2.6570471152132766,0.18119322231194726,2.475853892901329,Moderate
ENSP00000334125,"mean: 0.125342, var: 0.000894","mean: 0.429883, var: 0.009974","mean: 0.310742, var: 0.001267","mean: 0.824219, var: 0.003593","mean: 0.147815, var: 0.002730","mean: 0.660449, var: 0.015235","mean: 0.208313, var: 0.014148","mean: 0.244177, var: 0.017380","mean: 0.092592, var: 0.002627","mean: 0.411523, var: 0.012226","mean: 0.074576, var: 0.002344",3.152672299852804,0.37509431190348735,2.7775779879493165,Moderate
ENSP00000464478,"mean: 0.150061, var: 0.001027","mean: 0.698828, var: 0.002785","mean: 0.490332, var: 0.003136","mean: 0.058343, var: 0.002036","mean: 0.136694, var: 0.001444","mean: 0.149597, var: 0.001579","mean: 0.047675, var: 0.000722","mean: 0.070093, var: 0.000242","mean: 0.144397, var: 0.001489","mean: 0.180212, var: 0.004901","mean: 0.035510, var: 0.002325",2.6446746426763865,0.13087209382189846,2.513802548854488,Moderate
ENSP00000416164,"mean: 0.390527, var: 0.008767","mean: 0.478223, var: 0.002054","mean: 0.479980, var: 0.007245","mean: 0.125330, var: 0.002250","mean: 0.183960, var: 0.005986","mean: 0.157104, var: 0.003523","mean: 0.018778, var: 0.000296","mean: 0.266016, var: 0.003884","mean: 0.401611, var: 0.013086","mean: 0.410132, var: 0.023175","mean: 0.023827, var: 0.000496",3.182654207103921,0.3259248068849667,2.8567294002189545,Moderate
ENSP00000406065,"mean: 0.113489, var: 0.000784","mean: 0.454688, var: 0.002792","mean: 0.651465, var: 0.000891","mean: 0.435205, var: 0.016926","mean: 0.136182, var: 0.000948","mean: 0.536914, var: 0.008927","mean: 0.023547, var: 0.000337","mean: 0.272754, var: 0.003759","mean: 0.172644, var: 0.002062","mean: 0.118268, var: 0.002080","mean: 0.209656, var: 0.020966",3.1778877098839917,0.2763550431072431,2.9015326667767485,Moderate
ENSP00000493305,"mean: 0.137292, var: 0.000325","mean: 0.564355, var: 0.002112","mean: 0.559570, var: 0.004136","mean: 0.222864, var: 0.011356","mean: 0.183325, var: 0.002139","mean: 0.355127, var: 0.003022","mean: 0.036537, var: 0.000235","mean: 0.141766, var: 0.002841","mean: 0.116223, var: 0.000598","mean: 0.119922, var: 0.001559","mean: 0.061846, var: 0.002882",3.00804791233719,0.1698424671849212,2.838205445152269,Moderate
ENSP00000471413,"mean: 0.832324, var: 0.003622","mean: 0.262280, var: 0.002991","mean: 0.165381, var: 0.000077","mean: 0.145239, var: 0.005874","mean: 0.612891, var: 0.015451","mean: 0.060071, var: 0.000590","mean: 0.004070, var: 0.000015","mean: 0.392578, var: 0.006345","mean: 0.370361, var: 0.008855","mean: 0.625098, var: 0.002421","mean: 0.042141, var: 0.001582",2.7350800720222965,0.23638243908661563,2.4986976329356807,Moderate
ENSP00000436936,"mean: 0.311182, var: 0.000704","mean: 0.542822, var: 0.002960","mean: 0.387549, var: 0.003403","mean: 0.157263, var: 0.003827","mean: 0.284839, var: 0.009303","mean: 0.395093, var: 0.009301","mean: 0.106219, var: 0.004749","mean: 0.054953, var: 0.000949","mean: 0.130652, var: 0.002296","mean: 0.131207, var: 0.002262","mean: 0.093682, var: 0.010121",3.2296100420660667,0.2562367295830209,2.9733733124830457,Moderate
ENSP00000435577,"mean: 0.117712, var: 0.000262","mean: 0.579785, var: 0.002285","mean: 0.506201, var: 0.004596","mean: 0.166785, var: 0.003942","mean: 0.100232, var: 0.000846","mean: 0.297949, var: 0.001509","mean: 0.053914, var: 0.002653","mean: 0.100928, var: 0.000885","mean: 0.167896, var: 0.002707","mean: 0.175305, var: 0.005033","mean: 0.128738, var: 0.012588",3.0602280086460323,0.1980752654080941,2.8621527432379383,Moderate
ENSP00000433055,"mean: 0.719727, var: 0.005950","mean: 0.115405, var: 0.000090","mean: 0.138318, var: 0.000458","mean: 0.216028, var: 0.007797","mean: 0.779004, var: 0.008595","mean: 0.109225, var: 0.001940","mean: 0.024986, var: 0.000265","mean: 0.259277, var: 0.007421","mean: 0.408105, var: 0.006909","mean: 0.192603, var: 0.001792","mean: 0.010520, var: 0.000138",2.700043906998631,0.21120029295891035,2.4888436140397205,Moderate
ENSP00000427520,"mean: 0.772559, var: 0.003478","mean: 0.184180, var: 0.000695","mean: 0.208374, var: 0.002709","mean: 0.177148, var: 0.001266","mean: 0.716113, var: 0.005871","mean: 0.201135, var: 0.005311","mean: 0.015890, var: 0.000131","mean: 0.230884, var: 0.003667","mean: 0.490479, var: 0.014506","mean: 0.414844, var: 0.009542","mean: 0.033940, var: 0.001021",2.939565188407958,0.24174966407782011,2.697815524330138,Moderate
ENSP00000440181,"mean: 0.123108, var: 0.000953","mean: 0.533838, var: 0.001613","mean: 0.735156, var: 0.001493","mean: 0.179565, var: 0.005985","mean: 0.151208, var: 0.001271","mean: 0.219507, var: 0.003157","mean: 0.152161, var: 0.010756","mean: 0.149390, var: 0.001882","mean: 0.080298, var: 0.001391","mean: 0.106030, var: 0.000604","mean: 0.066288, var: 0.005319",2.93683020935913,0.1860367784666187,2.7507934308925113,Moderate
ENSP00000436907,"mean: 0.334863, var: 0.006765","mean: 0.340967, var: 0.000989","mean: 0.467920, var: 0.002239","mean: 0.098084, var: 0.003662","mean: 0.291699, var: 0.014088","mean: 0.442676, var: 0.003126","mean: 0.031142, var: 0.000612","mean: 0.080548, var: 0.001709","mean: 0.130640, var: 0.005746","mean: 0.153519, var: 0.011503","mean: 0.039034, var: 0.001215",3.027564229229741,0.25750693598604896,2.770057293243692,Moderate
ENSP00000483601,"mean: 0.267480, var: 0.007806","mean: 0.422705, var: 0.006396","mean: 0.616504, var: 0.001908","mean: 0.142200, var: 0.004968","mean: 0.133521, var: 0.002299","mean: 0.467139, var: 0.016817","mean: 0.037305, var: 0.002244","mean: 0.309595, var: 0.020179","mean: 0.123730, var: 0.002230","mean: 0.304663, var: 0.002195","mean: 0.095773, var: 0.011157",3.2476721326002806,0.36083051594009924,2.8868416166601816,Moderate
ENSP00000463294,"mean: 0.159326, var: 0.000825","mean: 0.578564, var: 0.003730","mean: 0.477051, var: 0.001435","mean: 0.282788, var: 0.014984","mean: 0.119128, var: 0.000955","mean: 0.337061, var: 0.000958","mean: 0.027701, var: 0.000641","mean: 0.165674, var: 0.000343","mean: 0.200415, var: 0.001312","mean: 0.244458, var: 0.001122","mean: 0.125079, var: 0.007154",3.2632128295839813,0.17146531064458645,3.091747518939395,Moderate
ENSP00000451361,"mean: 0.330811, var: 0.019683","mean: 0.396387, var: 0.005727","mean: 0.702051, var: 0.011222","mean: 0.037085, var: 0.001123","mean: 0.240466, var: 0.018918","mean: 0.469385, var: 0.016294","mean: 0.006024, var: 0.000046","mean: 0.099243, var: 0.001518","mean: 0.146240, var: 0.001519","mean: 0.072775, var: 0.001871","mean: 0.153049, var: 0.024971",2.8201779312723643,0.43110121571755455,2.38907671555481,Moderate
ENSP00000399432,"mean: 0.123767, var: 0.000688","mean: 0.565967, var: 0.002513","mean: 0.467920, var: 0.003092","mean: 0.102234, var: 0.003898","mean: 0.129993, var: 0.000492","mean: 0.296899, var: 0.011880","mean: 0.018297, var: 0.000323","mean: 0.148779, var: 0.001149","mean: 0.086981, var: 0.000719","mean: 0.127185, var: 0.001655","mean: 0.085463, var: 0.003986",2.836594500951459,0.16415640342621302,2.6724380975252457,Moderate
ENSP00000487797,"mean: 0.145337, var: 0.000580","mean: 0.621582, var: 0.003818","mean: 0.595996, var: 0.003787","mean: 0.055762, var: 0.000947","mean: 0.131628, var: 0.000409","mean: 0.213159, var: 0.004966","mean: 0.038925, var: 0.001047","mean: 0.146191, var: 0.002181","mean: 0.169385, var: 0.001659","mean: 0.203418, var: 0.003850","mean: 0.125323, var: 0.005724",2.934103063561513,0.16496080686748255,2.7691422566940305,Moderate
ENSP00000402732,"mean: 0.692773, var: 0.004779","mean: 0.103821, var: 0.000016","mean: 0.117310, var: 0.000426","mean: 0.107043, var: 0.002528","mean: 0.390186, var: 0.007714","mean: 0.132849, var: 0.001610","mean: 0.030872, var: 0.000499","mean: 0.403906, var: 0.006411","mean: 0.387207, var: 0.009657","mean: 0.288818, var: 0.001727","mean: 0.020937, var: 0.000545",2.8959712257862615,0.1880814525841678,2.7078897732020937,Moderate
ENSP00000468298,"mean: 0.073108, var: 0.000032","mean: 0.448828, var: 0.005973","mean: 0.713281, var: 0.004967","mean: 0.392090, var: 0.008048","mean: 0.084216, var: 0.000226","mean: 0.394092, var: 0.000425","mean: 0.070605, var: 0.003225","mean: 0.136682, var: 0.001616","mean: 0.093188, var: 0.000371","mean: 0.077234, var: 0.000392","mean: 0.062958, var: 0.002938",2.7864474038512466,0.15329260594913333,2.633154797902113,Moderate
ENSP00000436674,"mean: 0.690137, var: 0.003919","mean: 0.085388, var: 0.000077","mean: 0.104211, var: 0.000189","mean: 0.128967, var: 0.005299","mean: 0.384717, var: 0.009886","mean: 0.198242, var: 0.003721","mean: 0.037528, var: 0.000690","mean: 0.441455, var: 0.006301","mean: 0.391602, var: 0.023040","mean: 0.294751, var: 0.002146","mean: 0.020002, var: 0.000445",2.943776800517667,0.2587415029557344,2.6850352975619325,Moderate
ENSP00000431853,"mean: 0.190796, var: 0.000814","mean: 0.559619, var: 0.001881","mean: 0.554395, var: 0.006218","mean: 0.068024, var: 0.001556","mean: 0.125549, var: 0.000938","mean: 0.327295, var: 0.001508","mean: 0.076553, var: 0.003348","mean: 0.131372, var: 0.000027","mean: 0.212012, var: 0.002465","mean: 0.213965, var: 0.005440","mean: 0.410522, var: 0.014027",3.264510490376413,0.1979737272037435,3.066536763172669,Moderate
ENSP00000498027,"mean: 0.185645, var: 0.000662","mean: 0.467090, var: 0.008304","mean: 0.616895, var: 0.001193","mean: 0.105174, var: 0.010130","mean: 0.113867, var: 0.001750","mean: 0.475342, var: 0.014023","mean: 0.087680, var: 0.001488","mean: 0.158716, var: 0.002290","mean: 0.103387, var: 0.001705","mean: 0.183270, var: 0.007500","mean: 0.036261, var: 0.002392",2.9753814613031073,0.255732939773418,2.7196485215296895,Moderate
ENSP00000462831,"mean: 0.264868, var: 0.001317","mean: 0.581055, var: 0.002198","mean: 0.449756, var: 0.001660","mean: 0.077982, var: 0.002336","mean: 0.332959, var: 0.003866","mean: 0.308838, var: 0.002199","mean: 0.026643, var: 0.000362","mean: 0.117078, var: 0.001521","mean: 0.134265, var: 0.001565","mean: 0.145959, var: 0.001474","mean: 0.103857, var: 0.002586",3.0881111485615618,0.1297648396164395,2.958346308945122,Moderate
ENSP00000452443,"mean: 0.076929, var: 0.000297","mean: 0.452344, var: 0.004923","mean: 0.735938, var: 0.004818","mean: 0.205542, var: 0.008106","mean: 0.055011, var: 0.000222","mean: 0.166235, var: 0.002324","mean: 0.056842, var: 0.003060","mean: 0.173096, var: 0.003301","mean: 0.106897, var: 0.000622","mean: 0.056567, var: 0.000583","mean: 0.142493, var: 0.004715",2.710545422929931,0.18003948091159933,2.5305059420183316,Moderate
ENSP00000449898,"mean: 0.150500, var: 0.000833","mean: 0.148840, var: 0.000494","mean: 0.108392, var: 0.001357","mean: 0.837305, var: 0.003461","mean: 0.109375, var: 0.000401","mean: 0.108109, var: 0.003106","mean: 0.025745, var: 0.000173","mean: 0.205688, var: 0.001814","mean: 0.276050, var: 0.004918","mean: 0.150922, var: 0.004729","mean: 0.061009, var: 0.002537",2.671438759354733,0.13887802131162924,2.5325607380431037,Moderate
ENSP00000431058,"mean: 0.361670, var: 0.007398","mean: 0.371143, var: 0.001432","mean: 0.446826, var: 0.008570","mean: 0.112805, var: 0.003959","mean: 0.332446, var: 0.013232","mean: 0.202075, var: 0.001967","mean: 0.002148, var: 0.000004","mean: 0.117047, var: 0.001758","mean: 0.257874, var: 0.009610","mean: 0.189380, var: 0.009290","mean: 0.008574, var: 0.000123",3.000763368657829,0.2782580248839012,2.722505343773928,Moderate
ENSP00000464988,"mean: 0.148901, var: 0.001443","mean: 0.479590, var: 0.001267","mean: 0.626465, var: 0.001416","mean: 0.173499, var: 0.002970","mean: 0.158569, var: 0.000244","mean: 0.231494, var: 0.003925","mean: 0.088663, var: 0.001719","mean: 0.196436, var: 0.008112","mean: 0.113788, var: 0.002196","mean: 0.144080, var: 0.002732","mean: 0.124062, var: 0.017529",3.1834683799281334,0.21868471451392818,2.9647836654142052,Moderate
ENSP00000490665,"mean: 0.306055, var: 0.007119","mean: 0.617090, var: 0.004273","mean: 0.464648, var: 0.003447","mean: 0.087402, var: 0.002546","mean: 0.441797, var: 0.018953","mean: 0.238745, var: 0.008064","mean: 0.021072, var: 0.000277","mean: 0.101721, var: 0.000162","mean: 0.214978, var: 0.013315","mean: 0.166565, var: 0.001898","mean: 0.094794, var: 0.004022",3.098468032801485,0.3025784214026588,2.7958896113988265,Moderate
ENSP00000482852,"mean: 0.644043, var: 0.028565","mean: 0.205298, var: 0.000306","mean: 0.124548, var: 0.000491","mean: 0.577881, var: 0.018075","mean: 0.613721, var: 0.033298","mean: 0.110083, var: 0.001708","mean: 0.034592, var: 0.000558","mean: 0.307666, var: 0.016379","mean: 0.354639, var: 0.007952","mean: 0.278442, var: 0.002478","mean: 0.054938, var: 0.000190",3.089365461896925,0.4309543122412398,2.6584111496556853,Moderate
ENSP00000480335,"mean: 0.197559, var: 0.002385","mean: 0.237695, var: 0.001315","mean: 0.231177, var: 0.002140","mean: 0.796680, var: 0.000431","mean: 0.257349, var: 0.004727","mean: 0.168457, var: 0.001142","mean: 0.035007, var: 0.000480","mean: 0.350635, var: 0.004854","mean: 0.193384, var: 0.004613","mean: 0.181274, var: 0.000332","mean: 0.052487, var: 0.000703",3.097722747042915,0.1347777391511441,2.962945007891771,Moderate
ENSP00000479714,"mean: 0.210327, var: 0.002073","mean: 0.676270, var: 0.003034","mean: 0.473242, var: 0.004853","mean: 0.082245, var: 0.002396","mean: 0.274146, var: 0.002135","mean: 0.325781, var: 0.004109","mean: 0.010230, var: 0.000124","mean: 0.226819, var: 0.005457","mean: 0.145447, var: 0.002215","mean: 0.233618, var: 0.003692","mean: 0.072061, var: 0.002497",3.0651380811228504,0.18515315051994563,2.879984930602905,Moderate
ENSP00000458835,"mean: 0.843652, var: 0.004112","mean: 0.270728, var: 0.001558","mean: 0.258398, var: 0.000566","mean: 0.105164, var: 0.005406","mean: 0.599756, var: 0.008916","mean: 0.119092, var: 0.001959","mean: 0.004872, var: 0.000024","mean: 0.550342, var: 0.016552","mean: 0.474805, var: 0.018299","mean: 0.689941, var: 0.006184","mean: 0.105060, var: 0.002155",2.844801867284512,0.30543932824002157,2.5393625390444905,Moderate
ENSP00000425484,"mean: 0.349756, var: 0.001563","mean: 0.553906, var: 0.004781","mean: 0.356055, var: 0.001557","mean: 0.088065, var: 0.000976","mean: 0.412451, var: 0.004568","mean: 0.114783, var: 0.002092","mean: 0.066292, var: 0.002455","mean: 0.164526, var: 0.002915","mean: 0.088538, var: 0.001357","mean: 0.216553, var: 0.001971","mean: 0.014246, var: 0.000233",2.9733926910829824,0.1449578585691747,2.828434832513808,Moderate
ENSP00000255764,"mean: 0.207373, var: 0.001264","mean: 0.540430, var: 0.007083","mean: 0.491699, var: 0.003654","mean: 0.035284, var: 0.000762","mean: 0.114172, var: 0.000071","mean: 0.158728, var: 0.003338","mean: 0.006816, var: 0.000036","mean: 0.092285, var: 0.000604","mean: 0.335010, var: 0.006509","mean: 0.156738, var: 0.003489","mean: 0.063802, var: 0.007415",2.752098152093582,0.1829036766860833,2.5691944754074987,Moderate
ENSP00000470495,"mean: 0.472607, var: 0.013236","mean: 0.417334, var: 0.001327","mean: 0.387256, var: 0.005149","mean: 0.134125, var: 0.002995","mean: 0.424414, var: 0.007488","mean: 0.294409, var: 0.016577","mean: 0.003907, var: 0.000016","mean: 0.247607, var: 0.005261","mean: 0.484912, var: 0.002703","mean: 0.301416, var: 0.006867","mean: 0.018717, var: 0.000601",3.233697055368818,0.2976088868537859,2.936088168515032,Moderate
ENSP00000422281,"mean: 0.574072, var: 0.027842","mean: 0.586279, var: 0.006270","mean: 0.449854, var: 0.004261","mean: 0.299902, var: 0.018201","mean: 0.341211, var: 0.014371","mean: 0.279871, var: 0.011425","mean: 0.102771, var: 0.000301","mean: 0.091290, var: 0.001794","mean: 0.614258, var: 0.019813","mean: 0.142712, var: 0.002824","mean: 0.031072, var: 0.001044",3.2128936034623785,0.4549677458545155,2.757925857607863,Moderate
ENSP00000506808,"mean: 0.297485, var: 0.002548","mean: 0.249219, var: 0.001577","mean: 0.255640, var: 0.000902","mean: 0.055147, var: 0.002030","mean: 0.080258, var: 0.001157","mean: 0.744531, var: 0.003921","mean: 0.054738, var: 0.001241","mean: 0.243262, var: 0.010666","mean: 0.097107, var: 0.001019","mean: 0.097058, var: 0.002505","mean: 0.107855, var: 0.013766",2.833442415386536,0.21160611237562857,2.6218363030109075,Moderate
ENSP00000465889,"mean: 0.201636, var: 0.001554","mean: 0.249414, var: 0.000380","mean: 0.174304, var: 0.000815","mean: 0.830957, var: 0.001438","mean: 0.173975, var: 0.000990","mean: 0.272656, var: 0.006023","mean: 0.016055, var: 0.000229","mean: 0.294287, var: 0.004036","mean: 0.255908, var: 0.004255","mean: 0.297729, var: 0.001311","mean: 0.056232, var: 0.000763",3.0838468062104303,0.1274691249910246,2.9563776812194056,Moderate
ENSP00000455277,"mean: 0.190576, var: 0.001437","mean: 0.575781, var: 0.002132","mean: 0.533594, var: 0.002845","mean: 0.117291, var: 0.004192","mean: 0.138428, var: 0.000322","mean: 0.211792, var: 0.002056","mean: 0.020306, var: 0.000340","mean: 0.106281, var: 0.000814","mean: 0.200464, var: 0.000575","mean: 0.136414, var: 0.000496","mean: 0.027272, var: 0.002063",2.832274823890562,0.10678478188399781,2.725490042006564,Moderate
ENSP00000427935,"mean: 0.087878, var: 0.000672","mean: 0.546875, var: 0.011224","mean: 0.618555, var: 0.003091","mean: 0.176410, var: 0.017770","mean: 0.039835, var: 0.000267","mean: 0.193073, var: 0.006927","mean: 0.081915, var: 0.005175","mean: 0.224731, var: 0.018926","mean: 0.161719, var: 0.003370","mean: 0.216321, var: 0.011771","mean: 0.050704, var: 0.004594",2.9103450638220667,0.37994769727161737,2.5303973665504493,Moderate
ENSP00000390926,"mean: 0.145386, var: 0.001521","mean: 0.612500, var: 0.001850","mean: 0.514746, var: 0.001813","mean: 0.214209, var: 0.005572","mean: 0.107837, var: 0.001537","mean: 0.234692, var: 0.004894","mean: 0.005771, var: 0.000045","mean: 0.136279, var: 0.002251","mean: 0.201685, var: 0.001534","mean: 0.421533, var: 0.010612","mean: 0.053999, var: 0.002929",2.9788685646021946,0.1873006478951032,2.7915679167070913,Moderate
ENSP00000310182,"mean: 0.862988, var: 0.002482","mean: 0.244312, var: 0.002444","mean: 0.148108, var: 0.000400","mean: 0.086377, var: 0.001951","mean: 0.414111, var: 0.009554","mean: 0.204614, var: 0.003753","mean: 0.035849, var: 0.001165","mean: 0.700684, var: 0.001101","mean: 0.401221, var: 0.006883","mean: 0.493896, var: 0.001314","mean: 0.248340, var: 0.011825",3.084911988579535,0.22111320600519677,2.8637987825743383,Moderate
