Cell membrane,Cytoplasm,Endoplasmic reticulum,Extracellular,Golgi apparatus,Lysosome/Vacuole,Membrane,Mitochondrion,Nucleus,Peroxisome,Plastid,predicted_label,true_label
,"(0.64501953, 0.71142578, 0.67822266, 0.65917969, 0.64990234) mean: 0.66875000, var: 0.00058418",,,,,,,,,,Cytoplasm,"Nucleus, Cell membrane"
,"(0.41821289, 0.60253906, 0.50146484, 0.43286133, 0.60986328) mean: 0.51298828, var: 0.00658792",,,,,,,"(0.55419922, 0.49902344, 0.65380859, 0.59375000, 0.53710938) mean: 0.56757813, var: 0.00278555",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
,,,,,,,"(0.91015625, 0.92675781, 0.93017578, 0.94335938, 0.93261719) mean: 0.92861328, var: 0.00011600",,,,Mitochondrion,"Cytoplasm, Endoplasmic reticulum"
,"(0.85253906, 0.85546875, 0.81640625, 0.86669922, 0.86230469) mean: 0.85068359, var: 0.00031857",,,,,,"(0.58154297, 0.90283203, 0.38842773, 0.88525391, 0.77050781) mean: 0.70571289, var: 0.03827547",,"(0.58154297, 0.77978516, 0.92626953, 0.99267578, 0.98632812) mean: 0.85332031, var: 0.02434059",,"Cytoplasm, Mitochondrion, Peroxisome","Cytoplasm, Nucleus, Cell membrane"
,"(0.59130859, 0.54199219, 0.55273438, 0.59716797, 0.51904297) mean: 0.56044922, var: 0.00088305",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus, Cell membrane"
,,,"(0.67578125, 0.70947266, 0.77880859, 0.79394531, 0.79394531) mean: 0.75039062, var: 0.00236849",,,,,,,,Extracellular,Endoplasmic reticulum
,"(0.44213867, 0.47802734, 0.42895508, 0.52490234, 0.48657227) mean: 0.47211914, var: 0.00115837",,,,,,,"(0.71142578, 0.69335938, 0.70605469, 0.70166016, 0.70214844) mean: 0.70292969, var: 0.00003515",,,"Cytoplasm, Nucleus",Nucleus
,,,"(0.56982422, 0.82324219, 0.59326172, 0.81884766, 0.74316406) mean: 0.70966797, var: 0.01180960",,,,,,,,Extracellular,"Cytoplasm, Nucleus"
,"(0.52001953, 0.54101562, 0.61083984, 0.58349609, 0.50927734) mean: 0.55292968, var: 0.00148369",,,,,"(0.44970703, 0.50634766, 0.56494141, 0.61962891, 0.42944336) mean: 0.51401367, var: 0.00501889",,,,,"Membrane, Cytoplasm",Cytoplasm
,,,,,,,"(0.95117188, 0.97314453, 0.93066406, 0.98779297, 0.96435547) mean: 0.96142578, var: 0.00037851",,,,Mitochondrion,Mitochondrion
,,,,,,,,"(0.62841797, 0.59033203, 0.71826172, 0.77685547, 0.72949219) mean: 0.68867188, var: 0.00472389",,,Nucleus,Nucleus
"(0.56689453, 0.66357422, 0.54541016, 0.65722656, 0.46679688) mean: 0.57998047, var: 0.00542635","(0.62988281, 0.61718750, 0.61376953, 0.64843750, 0.64306641) mean: 0.63046875, var: 0.00018744",,,,,"(0.60156250, 0.66015625, 0.54687500, 0.60742188, 0.48413086) mean: 0.58002930, var: 0.00358602",,,,,"Membrane, Cytoplasm, Cell membrane",Nucleus
,,,"(0.72705078, 0.63818359, 0.69677734, 0.65673828, 0.68554688) mean: 0.68085937, var: 0.00096241",,,,,,,,Extracellular,Cell membrane
,"(0.67529297, 0.62451172, 0.71630859, 0.72314453, 0.63330078) mean: 0.67451172, var: 0.00166222",,,,,,,,,,Cytoplasm,Cytoplasm
,,,,,,,,,,,nan,Cytoplasm
,,,,,,,,"(0.53027344, 0.64111328, 0.51904297, 0.61083984, 0.66503906) mean: 0.59326172, var: 0.00344534",,,Nucleus,Nucleus
,,,,,,,"(0.70019531, 0.74365234, 0.70800781, 0.63378906, 0.57470703) mean: 0.67207031, var: 0.00363031",,,,Mitochondrion,Mitochondrion
,,,,,,,,"(0.94042969, 0.96484375, 0.97705078, 0.95947266, 0.96630859) mean: 0.96162109, var: 0.00014482",,,Nucleus,Nucleus
,"(0.57666016, 0.53564453, 0.54199219, 0.60156250, 0.54589844) mean: 0.56035156, var: 0.00062414",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.41162109, 0.53222656, 0.45166016, 0.55566406, 0.60986328) mean: 0.51220703, var: 0.00512190",,,,,,,"(0.80566406, 0.70214844, 0.77783203, 0.65136719, 0.78613281) mean: 0.74462891, var: 0.00341053",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,,,,nan,Cytoplasm
,"(0.54931641, 0.41796875, 0.53857422, 0.52001953, 0.51660156) mean: 0.50849609, var: 0.00219294",,,,,,,"(0.61669922, 0.60156250, 0.60302734, 0.77832031, 0.66943359) mean: 0.65380859, var: 0.00448656",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,,,,,,,,"(0.79199219, 0.69091797, 0.74365234, 0.78271484, 0.84033203) mean: 0.76992187, var: 0.00250801",,,Nucleus,Nucleus
,,,,,,,,"(0.91015625, 0.96337891, 0.94335938, 0.97119141, 0.93359375) mean: 0.94433594, var: 0.00047369",,,Nucleus,Nucleus
,,,,,,,,"(0.91650391, 0.90283203, 0.93408203, 0.93115234, 0.93017578) mean: 0.92294922, var: 0.00013794",,,Nucleus,"Cytoplasm, Nucleus"
,,,,,,,,"(0.60546875, 0.68847656, 0.65136719, 0.78613281, 0.62402344) mean: 0.67109375, var: 0.00408951",,,Nucleus,Nucleus
"(0.82958984, 0.83447266, 0.83789062, 0.79150391, 0.77197266) mean: 0.81308594, var: 0.00070023",,,,,,"(0.80322266, 0.85986328, 0.81738281, 0.72802734, 0.76904297) mean: 0.79550781, var: 0.00198673",,,,,"Membrane, Cell membrane",Cell membrane
,"(0.77685547, 0.77587891, 0.74169922, 0.79687500, 0.74853516) mean: 0.76796875, var: 0.00040897",,,,,,,,,,Cytoplasm,Cell membrane
,"(0.55957031, 0.59765625, 0.59228516, 0.58007812, 0.58789062) mean: 0.58349609, var: 0.00017624",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,,,,,,,,"(0.62695312, 0.51513672, 0.67871094, 0.69775391, 0.52099609) mean: 0.60791016, var: 0.00592165",,,Nucleus,Nucleus
,"(0.65185547, 0.67822266, 0.69628906, 0.69140625, 0.73730469) mean: 0.69101563, var: 0.00077356",,,,,,,,,,Cytoplasm,Golgi apparatus
,,,,,,,"(0.96533203, 0.96679688, 0.95898438, 0.95361328, 0.94824219) mean: 0.95859375, var: 0.00004896",,,,Mitochondrion,Mitochondrion
,,,,,,,,"(0.76025391, 0.76416016, 0.78173828, 0.86621094, 0.81298828) mean: 0.79707031, var: 0.00154148",,,Nucleus,Cytoplasm
,,,,,,,,"(0.68750000, 0.72460938, 0.82177734, 0.74365234, 0.73144531) mean: 0.74179687, var: 0.00195021",,,Nucleus,Nucleus
,"(0.41479492, 0.61767578, 0.63818359, 0.60107422, 0.53515625) mean: 0.56137695, var: 0.00656370",,,,,,,"(0.62353516, 0.37329102, 0.59326172, 0.57128906, 0.54687500) mean: 0.54165039, var: 0.00772389",,,"Cytoplasm, Nucleus",Nucleus
,"(0.44287109, 0.50878906, 0.47534180, 0.50000000, 0.56884766) mean: 0.49916992, var: 0.00173711",,,,,,,"(0.75927734, 0.72021484, 0.77441406, 0.78320312, 0.80664062) mean: 0.76875000, var: 0.00082441",,,"Cytoplasm, Nucleus",Nucleus
,"(0.52441406, 0.85449219, 0.54248047, 0.80664062, 0.83300781) mean: 0.71220703, var: 0.02156578",,,,,,,,,,Cytoplasm,Nucleus
,"(0.50195312, 0.47753906, 0.50927734, 0.56152344, 0.47143555) mean: 0.50434570, var: 0.00102020",,,,"(0.50878906, 0.58105469, 0.54882812, 0.62841797, 0.71044922) mean: 0.59550781, var: 0.00484053",,,,,,"Cytoplasm, Lysosome/Vacuole",Nucleus
,"(0.62060547, 0.46948242, 0.58398438, 0.53125000, 0.56396484) mean: 0.55385742, var: 0.00261907",,,,,"(0.29809570, 0.51416016, 0.55957031, 0.63964844, 0.43090820) mean: 0.48847656, var: 0.01362518",,,,,"Membrane, Cytoplasm",Cytoplasm
,,,,,,,,"(0.75634766, 0.69677734, 0.76464844, 0.73046875, 0.72412109) mean: 0.73447266, var: 0.00058664",,,Nucleus,Nucleus
,,,,,,,"(0.91992188, 0.92871094, 0.92675781, 0.93896484, 0.92871094) mean: 0.92861328, var: 0.00003723",,,,Mitochondrion,"Cytoplasm, Endoplasmic reticulum"
,,,"(0.72705078, 0.72656250, 0.87841797, 0.78369141, 0.80126953) mean: 0.78339844, var: 0.00315071",,,,,,,,Extracellular,Endoplasmic reticulum
,"(0.59179688, 0.43603516, 0.59667969, 0.54003906, 0.51513672) mean: 0.53593750, var: 0.00344797",,,,,,,"(0.64062500, 0.62744141, 0.57324219, 0.48950195, 0.58251953) mean: 0.58266602, var: 0.00282649",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,,,,nan,"Cytoplasm, Nucleus"
,,,,,,,,,,,nan,Nucleus
,"(0.39721680, 0.40380859, 0.45239258, 0.59716797, 0.58740234) mean: 0.48759766, var: 0.00767907",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.54248047, 0.57519531, 0.58300781, 0.54492188, 0.55908203) mean: 0.56093750, var: 0.00025820",,,,,,,,,,Cytoplasm,Nucleus
,,"(0.57568359, 0.59619141, 0.58398438, 0.69970703, 0.71142578) mean: 0.63339844, var: 0.00352844",,,,"(0.70019531, 0.68847656, 0.68750000, 0.72705078, 0.73242188) mean: 0.70712891, var: 0.00036358",,,,,"Membrane, Endoplasmic reticulum",Nucleus
,"(0.47631836, 0.46826172, 0.58593750, 0.41430664, 0.68603516) mean: 0.52617188, var: 0.00949620",,,,"(0.69140625, 0.87402344, 0.76806641, 0.79589844, 0.88330078) mean: 0.80253906, var: 0.00504309","(0.39575195, 0.52246094, 0.38452148, 0.58398438, 0.60888672) mean: 0.49912109, var: 0.00872265",,,,,"Membrane, Cytoplasm, Lysosome/Vacuole",Cytoplasm
"(0.41503906, 0.43676758, 0.57128906, 0.73730469, 0.58203125) mean: 0.54848633, var: 0.01351737","(0.61230469, 0.67089844, 0.57324219, 0.56738281, 0.71289062) mean: 0.62734375, var: 0.00319275",,,,,"(0.48510742, 0.58007812, 0.61132812, 0.78613281, 0.48168945) mean: 0.58886718, var: 0.01234972",,,,,"Membrane, Cytoplasm, Cell membrane","Cytoplasm, Nucleus, Cell membrane"
,,,,,,,"(0.83935547, 0.89697266, 0.91113281, 0.82568359, 0.81396484) mean: 0.85742187, var: 0.00153427",,,,Mitochondrion,Mitochondrion
,"(0.85644531, 0.83300781, 0.83642578, 0.84863281, 0.81201172) mean: 0.83730469, var: 0.00023073",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.54638672, 0.60253906, 0.55175781, 0.59960938, 0.58105469) mean: 0.57626953, var: 0.00055031",,,,,,,,,,Cytoplasm,Endoplasmic reticulum
,"(0.55322266, 0.63671875, 0.57421875, 0.55175781, 0.60449219) mean: 0.58408203, var: 0.00105633",,,,,,,"(0.64306641, 0.65722656, 0.70312500, 0.69824219, 0.66748047) mean: 0.67382813, var: 0.00054331",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,,,,nan,"Cytoplasm, Cell membrane"
,,,,,,,"(0.91845703, 0.97558594, 0.93164062, 0.92480469, 0.96044922) mean: 0.94218750, var: 0.00048510",,,,Mitochondrion,Mitochondrion
,,,,,,,,,,,nan,Nucleus
,"(0.55517578, 0.50488281, 0.51513672, 0.54833984, 0.54150391) mean: 0.53300781, var: 0.00038181",,,,,,,,,,Cytoplasm,Mitochondrion
,,,,,,,,"(0.73193359, 0.66894531, 0.79394531, 0.76660156, 0.81933594) mean: 0.75615234, var: 0.00274426",,,Nucleus,Nucleus
"(0.88183594, 0.90087891, 0.83691406, 0.87988281, 0.86083984) mean: 0.87207031, var: 0.00046968",,,,,,"(0.90429688, 0.89990234, 0.89355469, 0.91406250, 0.89794922) mean: 0.90195313, var: 0.00004858",,,,,"Membrane, Cell membrane",Cell membrane
,"(0.64160156, 0.69433594, 0.59765625, 0.65673828, 0.68408203) mean: 0.65488281, var: 0.00117277",,,,,,,"(0.56103516, 0.51269531, 0.57958984, 0.60742188, 0.61181641) mean: 0.57451172, var: 0.00130068",,,"Cytoplasm, Nucleus",Cytoplasm
"(0.53466797, 0.56298828, 0.58740234, 0.58740234, 0.60791016) mean: 0.57607422, var: 0.00063118","(0.48022461, 0.52392578, 0.51953125, 0.43774414, 0.44799805) mean: 0.48188477, var: 0.00125683",,,,,"(0.49780273, 0.53906250, 0.50048828, 0.54931641, 0.56835938) mean: 0.53100586, var: 0.00076585",,,,,"Membrane, Cytoplasm, Cell membrane",Nucleus
,"(0.51318359, 0.57275391, 0.55810547, 0.59619141, 0.54882812) mean: 0.55781250, var: 0.00075375",,,,,,,"(0.50341797, 0.56494141, 0.56689453, 0.57714844, 0.57617188) mean: 0.55771485, var: 0.00076059",,,"Cytoplasm, Nucleus",Endoplasmic reticulum
,"(0.67724609, 0.77050781, 0.73779297, 0.68896484, 0.68408203) mean: 0.71171875, var: 0.00132118",,,,,,,,,,Cytoplasm,Nucleus
,,,"(0.78906250, 0.77441406, 0.79882812, 0.78662109, 0.77392578) mean: 0.78457031, var: 0.00008883",,,,,,,,Extracellular,Cell membrane
"(0.77587891, 0.80029297, 0.77197266, 0.79589844, 0.77929688) mean: 0.78466797, var: 0.00012751",,,,,,"(0.81250000, 0.77880859, 0.75488281, 0.76416016, 0.73242188) mean: 0.76855469, var: 0.00070963",,,,,"Membrane, Cell membrane",Nucleus
,,,,,,,,,,,nan,Nucleus
,,,,,,,,"(0.82470703, 0.77929688, 0.76660156, 0.79589844, 0.76611328) mean: 0.78652344, var: 0.00048231",,,Nucleus,Nucleus
,,,,,,,,"(0.70898438, 0.75683594, 0.63916016, 0.72363281, 0.73876953) mean: 0.71347656, var: 0.00163321",,,Nucleus,Nucleus
,,,"(0.93994141, 0.88818359, 0.95068359, 0.94677734, 0.93310547) mean: 0.93173828, var: 0.00051025",,,,,,,,Extracellular,Cell membrane
,,,,,,,"(0.91064453, 0.92919922, 0.92285156, 0.89599609, 0.90625000) mean: 0.91298828, var: 0.00013994",,,,Mitochondrion,Mitochondrion
,"(0.58496094, 0.56835938, 0.58691406, 0.56445312, 0.61230469) mean: 0.58339844, var: 0.00028709",,,,,,,"(0.65576172, 0.64062500, 0.68994141, 0.67187500, 0.67822266) mean: 0.66728516, var: 0.00029951",,,"Cytoplasm, Nucleus",Mitochondrion
,"(0.57568359, 0.50439453, 0.56835938, 0.58398438, 0.55761719) mean: 0.55800781, var: 0.00079378",,,,,,,,,,Cytoplasm,Cytoplasm
,,,,,,,,"(0.87353516, 0.93408203, 0.86376953, 0.86474609, 0.89990234) mean: 0.88720703, var: 0.00071983",,,Nucleus,"Cytoplasm, Nucleus"
,"(0.63378906, 0.43652344, 0.52050781, 0.61035156, 0.48925781) mean: 0.53808594, var: 0.00547791",,,,,,,,,,Cytoplasm,Cytoplasm
,,,,,,,,,,,nan,"Nucleus, Golgi apparatus"
,"(0.54589844, 0.70361328, 0.70605469, 0.65185547, 0.64550781) mean: 0.65058594, var: 0.00337511",,,,,,,"(0.44580078, 0.64746094, 0.50878906, 0.57617188, 0.52246094) mean: 0.54013672, var: 0.00460228",,,"Cytoplasm, Nucleus",Cytoplasm
,"(0.51074219, 0.61230469, 0.57763672, 0.53564453, 0.58154297) mean: 0.56357422, var: 0.00129332","(0.78320312, 0.79736328, 0.81640625, 0.78369141, 0.74755859) mean: 0.78564453, var: 0.00050879",,"(0.76464844, 0.81396484, 0.79101562, 0.84814453, 0.93554688) mean: 0.83066406, var: 0.00350298","(0.54785156, 0.75292969, 0.57177734, 0.73925781, 0.72265625) mean: 0.66689453, var: 0.00779327","(0.65283203, 0.60888672, 0.56201172, 0.54052734, 0.50000000) mean: 0.57285156, var: 0.00283302",,,,,"Membrane, Cytoplasm, Endoplasmic reticulum, Lysosome/Vacuole, Golgi apparatus",Golgi apparatus
,"(0.54882812, 0.57763672, 0.54638672, 0.55078125, 0.53662109) mean: 0.55205078, var: 0.00018736",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane, Endoplasmic reticulum"
,"(0.55273438, 0.66650391, 0.54638672, 0.58837891, 0.60253906) mean: 0.59130860, var: 0.00185900",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane, Endoplasmic reticulum"
,"(0.60205078, 0.54931641, 0.54101562, 0.54199219, 0.38769531) mean: 0.52441406, var: 0.00518484",,,,,,,"(0.67285156, 0.65380859, 0.65185547, 0.50390625, 0.59619141) mean: 0.61572266, var: 0.00378084",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,"(0.58886719, 0.56298828, 0.50830078, 0.51953125, 0.54541016) mean: 0.54501953, var: 0.00084871",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus, Cell membrane"
,,,,,,,,"(0.81152344, 0.93896484, 0.85351562, 0.91406250, 0.87158203) mean: 0.87792969, var: 0.00201540",,,Nucleus,Nucleus
,,,,,,"(0.78271484, 0.89990234, 0.77880859, 0.78320312, 0.88281250) mean: 0.82548828, var: 0.00292402","(0.89990234, 0.87304688, 0.84716797, 0.86767578, 0.78564453) mean: 0.85468750, var: 0.00147472",,,,"Membrane, Mitochondrion",Mitochondrion
,,,,,,,,,,,nan,Nucleus
,,"(0.63525391, 0.73095703, 0.70019531, 0.70361328, 0.61621094) mean: 0.67724609, var: 0.00191908",,,,"(0.93359375, 0.95898438, 0.95751953, 0.99365234, 0.99267578) mean: 0.96728516, var: 0.00052786",,,,,"Membrane, Endoplasmic reticulum","Mitochondrion, Endoplasmic reticulum"
,,,,,,,,"(0.85693359, 0.88281250, 0.89453125, 0.95263672, 0.87255859) mean: 0.89189453, var: 0.00107504",,,Nucleus,Nucleus
,,,,,,,,"(0.95117188, 0.90869141, 0.86083984, 0.92431641, 0.94824219) mean: 0.91865235, var: 0.00108133",,,Nucleus,"Cytoplasm, Nucleus"
,,,,,,,,,,,nan,Nucleus
,"(0.62646484, 0.52490234, 0.61132812, 0.54882812, 0.62011719) mean: 0.58632812, var: 0.00171141",,,,,,,"(0.61718750, 0.69042969, 0.57421875, 0.58642578, 0.61474609) mean: 0.61660156, var: 0.00163225",,,"Cytoplasm, Nucleus",Nucleus
,"(0.85253906, 0.66064453, 0.79785156, 0.68164062, 0.77685547) mean: 0.75390625, var: 0.00522127",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.45068359, 0.49609375, 0.46215820, 0.52441406, 0.50000000) mean: 0.48666992, var: 0.00071739",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.75146484, 0.77734375, 0.76269531, 0.74218750, 0.81640625) mean: 0.77001953, var: 0.00067558",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,"(0.54394531, 0.45361328, 0.50732422, 0.60888672, 0.49902344) mean: 0.52255859, var: 0.00268988",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.48535156, 0.45703125, 0.50488281, 0.41650391, 0.50683594) mean: 0.47412109, var: 0.00115089",,,,,,,,,,Cytoplasm,Golgi apparatus
,"(0.51171875, 0.59033203, 0.55175781, 0.52929688, 0.51513672) mean: 0.53964844, var: 0.00084070",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,,,,,,,,"(0.86279297, 0.91796875, 0.89501953, 0.94531250, 0.88671875) mean: 0.90156250, var: 0.00078989",,,Nucleus,Nucleus
,"(0.50634766, 0.44848633, 0.49243164, 0.48437500, 0.49072266) mean: 0.48447266, var: 0.00037519",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,,,,,,"(0.53027344, 0.57080078, 0.50927734, 0.52587891, 0.58496094) mean: 0.54423828, var: 0.00082365","(0.96337891, 0.96679688, 0.95556641, 0.96826172, 0.96240234) mean: 0.96328125, var: 0.00001949",,,,"Membrane, Mitochondrion",Mitochondrion
,"(0.53857422, 0.55371094, 0.53515625, 0.52880859, 0.56005859) mean: 0.54326172, var: 0.00013758",,,,,,,"(0.53222656, 0.57373047, 0.58837891, 0.56445312, 0.60058594) mean: 0.57187500, var: 0.00054544",,,"Cytoplasm, Nucleus",Cell membrane
,"(0.51318359, 0.53076172, 0.50439453, 0.50634766, 0.52978516) mean: 0.51689453, var: 0.00012794",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane, Endoplasmic reticulum"
,,,,,,,,"(0.97363281, 0.98437500, 0.96337891, 0.99023438, 0.97460938) mean: 0.97724610, var: 0.00008636",,,Nucleus,Nucleus
,"(0.81689453, 0.82275391, 0.83251953, 0.86865234, 0.50683594) mean: 0.76953125, var: 0.01757545",,,,,,,,,,Cytoplasm,Nucleus
,"(0.64892578, 0.55175781, 0.64062500, 0.77099609, 0.68212891) mean: 0.65888672, var: 0.00500360",,,,,,,,,,Cytoplasm,Cytoplasm
,,,"(0.82714844, 0.69335938, 0.78369141, 0.74609375, 0.79492188) mean: 0.76904297, var: 0.00210304",,,,,,,,Extracellular,Cell membrane
,,,,,,"(0.60009766, 0.60449219, 0.56542969, 0.71191406, 0.70849609) mean: 0.63808594, var: 0.00365175","(0.90576172, 0.86132812, 0.82031250, 0.90332031, 0.90087891) mean: 0.87832031, var: 0.00110811",,,,"Membrane, Mitochondrion",Mitochondrion
,,,,,,,,,,,nan,Mitochondrion
,"(0.53125000, 0.58886719, 0.53955078, 0.53076172, 0.54443359) mean: 0.54697266, var: 0.00046534",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane, Endoplasmic reticulum"
,"(0.50146484, 0.46630859, 0.43969727, 0.48535156, 0.48046875) mean: 0.47465820, var: 0.00043174",,,,,,,"(0.77343750, 0.79296875, 0.76806641, 0.82910156, 0.82080078) mean: 0.79687500, var: 0.00060110",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,"(0.96191406, 0.96630859, 0.96142578, 0.95751953, 0.95214844) mean: 0.95986328, var: 0.00002264",,,,Mitochondrion,Mitochondrion
,,,,,,,,"(0.65722656, 0.60742188, 0.58935547, 0.58203125, 0.53125000) mean: 0.59345703, var: 0.00165573",,,Nucleus,Cytoplasm
,,,"(0.57373047, 0.61865234, 0.68457031, 0.69287109, 0.76855469) mean: 0.66767578, var: 0.00446516",,,"(0.51855469, 0.58837891, 0.51806641, 0.62695312, 0.45239258) mean: 0.54086914, var: 0.00370273",,,,,"Membrane, Extracellular",Golgi apparatus
,"(0.57763672, 0.50781250, 0.54785156, 0.65820312, 0.59570312) mean: 0.57744140, var: 0.00251595",,,"(0.58447266, 0.78808594, 0.81689453, 0.80224609, 0.68896484) mean: 0.73613281, var: 0.00776363","(0.70117188, 0.79101562, 0.84716797, 0.86376953, 0.74658203) mean: 0.78994141, var: 0.00369734","(0.40405273, 0.46948242, 0.53466797, 0.46142578, 0.44702148) mean: 0.46333008, var: 0.00178207",,,,,"Membrane, Cytoplasm, Lysosome/Vacuole, Golgi apparatus",Nucleus
,"(0.53320312, 0.51513672, 0.52099609, 0.52978516, 0.52050781) mean: 0.52392578, var: 0.00004358",,,,,,,,,,Cytoplasm,Nucleus
,,,"(0.81494141, 0.82128906, 0.87060547, 0.89013672, 0.86425781) mean: 0.85224609, var: 0.00085340",,,,,,,,Extracellular,Golgi apparatus
,,,,,,,,"(0.80615234, 0.71679688, 0.87060547, 0.70117188, 0.62646484) mean: 0.74423828, var: 0.00725607",,,Nucleus,Nucleus
,,,"(0.81103516, 0.94824219, 0.83886719, 0.82128906, 0.76171875) mean: 0.83623047, var: 0.00379272",,,,,,,,Extracellular,"Cytoplasm, Cell membrane"
,"(0.71337891, 0.71923828, 0.65429688, 0.68115234, 0.65429688) mean: 0.68447266, var: 0.00077528",,,,,,,,,,Cytoplasm,Cell membrane
,,,,,,,,,,,nan,Golgi apparatus
,"(0.73730469, 0.79443359, 0.74414062, 0.73144531, 0.72314453) mean: 0.74609375, var: 0.00063181",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,,"(0.95263672, 0.95117188, 0.95361328, 0.94238281, 0.93603516) mean: 0.94716797, var: 0.00004686",,,,Mitochondrion,Mitochondrion
,"(0.53222656, 0.60986328, 0.52148438, 0.58593750, 0.54052734) mean: 0.55800781, var: 0.00115465",,,,,,,,,,Cytoplasm,Nucleus
,"(0.37915039, 0.55468750, 0.47924805, 0.54882812, 0.53076172) mean: 0.49853516, var: 0.00426915",,,,,,,"(0.52441406, 0.58496094, 0.56298828, 0.45458984, 0.64257812) mean: 0.55390625, var: 0.00392862",,,"Cytoplasm, Nucleus",Cytoplasm
"(0.59863281, 0.69287109, 0.55859375, 0.68701172, 0.49975586) mean: 0.60737305, var: 0.00553790","(0.61523438, 0.59814453, 0.60058594, 0.62353516, 0.62500000) mean: 0.61250000, var: 0.00012671",,,,,"(0.64599609, 0.71289062, 0.59960938, 0.65527344, 0.54882812) mean: 0.63251953, var: 0.00304924",,,,,"Membrane, Cytoplasm, Cell membrane",Nucleus
,"(0.51757812, 0.49096680, 0.41601562, 0.47436523, 0.51074219) mean: 0.48193359, var: 0.00131691",,,,,,,"(0.71240234, 0.77636719, 0.64794922, 0.63232422, 0.65478516) mean: 0.68476563, var: 0.00283180",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
,,,,,,,,"(0.94482422, 0.97119141, 0.93945312, 0.97558594, 0.92968750) mean: 0.95214844, var: 0.00032625",,,Nucleus,Nucleus
,"(0.51318359, 0.71435547, 0.61181641, 0.59667969, 0.61767578) mean: 0.61074219, var: 0.00410007",,,,,,,"(0.58837891, 0.60742188, 0.58837891, 0.60986328, 0.55615234) mean: 0.59003906, var: 0.00036980",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
,,,,,,,,,,,nan,Cell membrane
,,,,,,,,"(0.93408203, 0.88623047, 0.90332031, 0.95166016, 0.87597656) mean: 0.91025391, var: 0.00081648",,,Nucleus,Nucleus
,,,,,,,"(0.91113281, 0.94384766, 0.94335938, 0.86230469, 0.88525391) mean: 0.90917969, var: 0.00102873",,,,Mitochondrion,Mitochondrion
,,,,,,,,"(0.79589844, 0.82861328, 0.77099609, 0.71777344, 0.63330078) mean: 0.74931641, var: 0.00467649",,,Nucleus,"Cytoplasm, Nucleus"
"(0.74316406, 0.76806641, 0.63476562, 0.82519531, 0.66699219) mean: 0.72763672, var: 0.00473923",,,,,,"(0.90722656, 0.91357422, 0.86083984, 0.89550781, 0.88720703) mean: 0.89287109, var: 0.00033995",,,,,"Membrane, Cell membrane",Cell membrane
,"(0.64355469, 0.48486328, 0.57080078, 0.62304688, 0.55371094) mean: 0.57519531, var: 0.00312071",,,,,,,,,,Cytoplasm,Mitochondrion
,"(0.58593750, 0.65087891, 0.63232422, 0.63330078, 0.67089844) mean: 0.63466797, var: 0.00079149",,,,,,,,,,Cytoplasm,Nucleus
"(0.75781250, 0.89306641, 0.87353516, 0.90380859, 0.82519531) mean: 0.85068359, var: 0.00288309",,,,,,"(0.71191406, 0.79248047, 0.80712891, 0.82958984, 0.72900391) mean: 0.77402344, var: 0.00208172",,,,,"Membrane, Cell membrane",Nucleus
"(0.69531250, 0.85156250, 0.75781250, 0.86230469, 0.86718750) mean: 0.80683594, var: 0.00471207",,,,,"(0.47534180, 0.64990234, 0.57470703, 0.72412109, 0.52539062) mean: 0.58989258, var: 0.00782629","(0.77832031, 0.86572266, 0.80810547, 0.89355469, 0.81738281) mean: 0.83261719, var: 0.00171808",,,,,"Membrane, Cell membrane, Lysosome/Vacuole",Nucleus
,,,,,,,,"(0.77636719, 0.75976562, 0.67724609, 0.86523438, 0.88037109) mean: 0.79179687, var: 0.00552488",,,Nucleus,Nucleus
,,,,,,,,"(0.88427734, 0.87402344, 0.85009766, 0.85986328, 0.84082031) mean: 0.86181641, var: 0.00024710",,,Nucleus,Nucleus
